"contrast","band","window","estimate","SE","df","t.ratio","p.value","p_holm"
"olf - nonolf","high","0-500",3.08558007165793,1.03102337527263,243.791029235374,2.99273532071184,0.0030490255571991,0.0152451277859955
"olf - nonolf","high","500-1000",-0.673350515698825,1.03102337527262,243.791029235362,-0.653089475804348,0.514314019552568,1
"olf - nonolf","high","1000-1500",-0.134982176700238,1.03102337527262,243.791029235357,-0.130920578463652,0.895946105417238,1
"olf - nonolf","high","1500-2000",0.565978886555231,1.03102337527262,243.791029235362,0.548948646683764,0.583543105017425,1
"olf - nonolf","low","0-500",-0.53162732989401,1.03102337527262,243.79102923537,-0.515630724427989,0.606579627370111,1
"olf - nonolf","low","500-1000",4.49670377413168,1.03102337527262,243.791029235362,4.3613984726027,1.90809803132656e-05,0.000114485881879594
"olf - nonolf","low","1000-1500",5.91871729145045,1.03102337527262,243.791029235362,5.74062376605714,2.79178539802884e-08,2.23342831842307e-07
"olf - nonolf","low","1500-2000",5.75830504808122,1.03102337527262,243.791029235362,5.58503830871791,6.2220444234576e-08,4.35543109642032e-07
