"contrast","band","window","estimate","SE","df","t.ratio","p.value","p_holm"
"olf - nonolf","high","0-500",3.29529722525542,0.917629720229748,310.719856866723,3.59109687993799,0.000382602837867419,0.0019130141893371
"olf - nonolf","high","500-1000",-1.27081267025201,0.917629720229748,310.719856866737,-1.38488612807117,0.167080828356966,0.668323313427864
"olf - nonolf","high","1000-1500",-0.910832993599707,0.917629720229748,310.719856866737,-0.992593170774439,0.321680588279992,0.965041764839975
"olf - nonolf","high","1500-2000",0.305415805092368,0.917629720229748,310.719856866737,0.332831204525395,0.739486150019174,1
"olf - nonolf","low","0-500",-0.231577075970143,0.917629720229748,310.719856866737,-0.252364402399873,0.800926267811201,1
"olf - nonolf","low","500-1000",4.19648264826225,0.917629720229748,310.719856866737,4.57317647385219,6.94688210339048e-06,4.80634173047372e-05
"olf - nonolf","low","1000-1500",4.1988788270114,0.917629720229748,310.719856866737,4.57578774362291,6.86620247210532e-06,4.80634173047372e-05
"olf - nonolf","low","1500-2000",5.96547037263723,0.917629720229749,310.719856866737,6.50095593148797,3.17828387757297e-10,2.54262710205837e-09
