metric,family,method,n_breath,n_subj,binary,cond_beta_raw,cond_p_raw,cond_p_raw_fdr,cond_beta_adj,cond_p_adj,cond_p_adj_fdr,cond_df_adj,cond_p_adj_rs,cond_p_adj_rs_fdr,rs_singular,cond_beta_adj_subj,cond_p_adj_subj,cond_p_adj_subj_fdr,cond_d_adj,direction_adj,airflow_attenuated,survives_adj_raw05,survives_adj_fdr,survives_honest
w3_rpowZ,window_gamma,lmer,869,6,FALSE,-0.045525333435054355,0.2881116064900965,0.5693634128256669,-0.0441031839064783,0.34790035705439093,0.6401739787658676,855.1152503387924,0.8613022290919244,0.9925444950911286,TRUE,-0.02128388297236875,0.7499099157172096,0.9743723678974494,-0.07061965761391838,higher_audiobook,FALSE,FALSE,FALSE,FALSE
w4_rfreqGated,window_gamma,lmer,844,6,FALSE,0.71225891877384,0.1879042713040795,0.4104224873220684,0.555614837780593,0.3547952171473483,0.6401739787658676,837.9424591818338,0.4544584564790862,0.9828693100201511,FALSE,0.48859720764811726,0.6781559185483208,0.9743723678974494,0.0690666802217935,higher_focus,FALSE,FALSE,FALSE,FALSE
peakLatMs,gamma_power,lmer,869,6,FALSE,-14.90961607992781,0.7011869581008212,0.9006017294577291,-35.911988122747964,0.39446919312877604,0.6966158091423066,679.3003243709427,0.5529021160522256,0.9828693100201511,TRUE,-12.619291421426363,0.5292544143957782,0.9743723678974494,-0.06384713059805469,higher_audiobook,FALSE,FALSE,FALSE,FALSE
p3_rfreqGated,segment_gamma,lmer,839,6,FALSE,-0.08069762808308678,0.8732830484624833,0.9354495772009577,-0.4360880501303445,0.4345572151108361,0.7331968029960212,832.5279557877767,0.931056729291297,0.9925444950911286,FALSE,0.09073967874381217,0.9517949572136563,0.9759095554368302,-0.05962185310825375,higher_audiobook,FALSE,FALSE,FALSE,FALSE
peakZ_base,gamma_power,lmer,869,6,FALSE,-126.09782615835483,0.3780454497396407,0.6789105754231867,-119.74591796754818,0.4369178624438569,0.7331968029960212,862.9999999865836,0.5312502238405263,0.9828693100201511,TRUE,-33.852741736513714,0.7187647790980325,0.9743723678974494,-0.05717236266072526,higher_audiobook,FALSE,FALSE,FALSE,FALSE
apExp,aperiodic,lmer,869,6,FALSE,-0.034235361462069964,0.22875840478704523,0.4868448101878142,-0.024051222197558644,0.443294201641799,0.7331968029960212,858.8435069518088,0.6394571414588935,0.9828693100201511,FALSE,-0.023376943266843888,0.7336115044505729,0.9743723678974494,-0.03903825160401454,higher_audiobook,FALSE,FALSE,FALSE,FALSE
w1_rfreqGated,window_gamma,lmer,829,6,FALSE,0.1829483154755856,0.7607005479593019,0.9134089439051826,0.49700056330168146,0.4505185175035793,0.7331968029960212,795.1289820617263,0.71004611488806,0.9925444950911286,FALSE,0.72702474322914,0.500497688955085,0.9743723678974494,0.0582991139631218,higher_focus,FALSE,FALSE,FALSE,FALSE
maxBurstMs,burst,lmer,869,6,FALSE,3.252379815841536,0.3844433378902382,0.6789105754231867,2.439630386976721,0.5518895403015887,0.8655900626575658,860.1987965620991,0.5020223631786864,0.9828693100201511,TRUE,4.939822757762064,0.2546797061057435,0.9743723678974494,0.04431669287825423,higher_focus,FALSE,FALSE,FALSE,FALSE
w2_rfreqGated,window_gamma,lmer,831,6,FALSE,0.21111177834262465,0.7126729894690468,0.9006017294577291,0.3648076700932944,0.5595484347320546,0.8655900626575658,761.6341741702956,0.940196610441557,0.9925444950911286,FALSE,0.6260837598890981,0.2956094013043148,0.9743723678974494,0.04487810481204354,higher_focus,FALSE,FALSE,FALSE,FALSE
w1_rfreqPW,window_gamma,lmer,867,6,FALSE,0.1404479079332514,0.7966579669130087,0.9134089439051826,0.34703899916121517,0.5631549805241994,0.8655900626575658,838.5903486446025,0.9211921978918349,0.9925444950911286,FALSE,0.4913464758428667,0.6087221171429188,0.9743723678974494,0.04377665688529377,higher_focus,FALSE,FALSE,FALSE,FALSE
gammaPeakPresent,gamma_power,lmer,869,6,TRUE,-0.0037129483671129453,0.614657611199584,0.8219646297602072,-0.004298841998316129,0.5964388169916957,0.8727639125988937,776.160998265294,0.5883613968886576,0.9828693100201511,TRUE,-0.009087801919115592,0.20685255855480653,0.9743723678974494,-0.040283263953657326,higher_audiobook,FALSE,FALSE,FALSE,FALSE
p3_rpowZ,segment_gamma,lmer,859,6,FALSE,-0.010473720716307143,0.7814802929226361,0.9134089439051826,-0.020499225531636103,0.6222727281517557,0.8727639125988937,820.1670044200544,0.6205300801255902,0.9828693100201511,TRUE,-0.009360298111276647,0.5350758814829953,0.9743723678974494,-0.03735817885059118,higher_audiobook,FALSE,FALSE,FALSE,FALSE
p1_rfreqRaw,segment_gamma,lmer,869,6,FALSE,0.10115914440647274,0.8147344779178924,0.9138238063133118,0.22157798298906345,0.6374217116153771,0.8727639125988937,772.1086542287443,0.6307041546554126,0.9828693100201511,FALSE,0.45811387005911997,0.38682485736382943,0.9743723678974494,0.03531432675869563,higher_focus,FALSE,FALSE,FALSE,FALSE
w2_rfreqPW,window_gamma,lmer,868,6,FALSE,-0.04157766835148551,0.9362782460579657,0.9593962274421132,0.25539428471419967,0.6522497198804393,0.8727639125988937,755.1983946085921,0.9879418821623951,0.9925444950911286,TRUE,0.3715049978228465,0.3509187499656081,0.9743723678974494,0.03390202693777971,higher_focus,FALSE,FALSE,FALSE,FALSE
w2_rfreqRaw,window_gamma,lmer,869,6,FALSE,-0.07139375134994766,0.8876769454255571,0.9354495772009577,0.2397344854712532,0.6633787789456065,0.8727639125988937,762.2854479136222,0.8948512495080462,0.9925444950911286,TRUE,0.2936235738144635,0.5192564343561732,0.9743723678974494,0.032703993995040655,higher_focus,FALSE,FALSE,FALSE,FALSE
chirpSlope,chirp,lmer,869,6,FALSE,-1.3835493626133066,0.4885212242694501,0.7508752150808214,-0.948523458724854,0.6654730844827591,0.8727639125988937,827.4622407811027,0.8313131376256052,0.9925444950911286,FALSE,0.34332559406800317,0.8921963850627248,0.9743723678974494,-0.03271500338039564,higher_audiobook,FALSE,FALSE,FALSE,FALSE
w1_rfreqRaw,window_gamma,lmer,869,6,FALSE,0.08677194667620473,0.8691841426246439,0.9354495772009577,0.24158922409205794,0.6773689947066797,0.8727639125988937,844.617962700482,0.9870507445506008,0.9925444950911286,FALSE,0.4228769453296352,0.6280090226477886,0.9743723678974494,0.031452104586317316,higher_focus,FALSE,FALSE,FALSE,FALSE
p1_rfreqPW,segment_gamma,lmer,869,6,FALSE,0.10939611633009617,0.8033596735551605,0.9134089439051826,0.19677150930887985,0.6811744724577972,0.8727639125988937,786.6586714212718,0.50625539972881906,0.9828693100201511,FALSE,0.5000173092681826,0.32786693322745064,0.9743723678974494,0.030769861772222917,higher_focus,FALSE,FALSE,FALSE,FALSE
peakFreq,gamma_power,lmer,869,6,FALSE,0.4823253332361817,0.4343547233605193,0.7276402856117252,0.27013825477427195,0.6918317036207013,0.8727639125988937,860.6866504562469,0.5466746885735605,0.9828693100201511,TRUE,0.372386766685551,0.7246967943071638,0.9743723678974494,0.029502226093059566,higher_focus,FALSE,FALSE,FALSE,FALSE
w4_rfreqPW,window_gamma,lmer,869,6,FALSE,0.45142784138560993,0.36512880666198255,0.6734597989543234,0.21706374192473882,0.6945225152596534,0.8727639125988937,862.9101421497362,0.6606228974438433,0.9925444950911286,FALSE,0.2381965082916155,0.8525440686312599,0.9743723678974494,0.028862788810076104,higher_focus,FALSE,FALSE,FALSE,FALSE
w4_rfreqRaw,window_gamma,lmer,869,6,FALSE,0.44290939138762353,0.3597885694377122,0.6734597989543234,0.1970983795961789,0.7130759698005282,0.8727639125988937,862.8808559104705,0.6791738848194804,0.9925444950911286,FALSE,0.20700579669180208,0.8769590904679196,0.9743723678974494,0.027081476239073855,higher_focus,FALSE,FALSE,FALSE,FALSE
w3_rfreqPW,window_gamma,lmer,869,6,FALSE,-0.2764730484845981,0.5415280199743995,0.8007697368295085,-0.1824305481988173,0.7141342670080919,0.8727639125988937,862.5702552935172,0.8657911917019707,0.9925444950911286,TRUE,0.23545922502800415,0.8165430988144313,0.9743723678974494,-0.027094637455236912,higher_audiobook,FALSE,FALSE,FALSE,FALSE
timeAboveMs_base,burst,lmer,869,6,FALSE,18.97961321784146,0.3941802964409282,0.6816034292624384,-8.622145329454638,0.7247532649925648,0.8727639125988937,826.387218783659,0.8287946507093946,0.9925444950911286,FALSE,11.423227643041438,0.76641215087062875,0.9743723678974494,-0.0266056226070972,higher_audiobook,FALSE,FALSE,FALSE,FALSE
w3_rfreqGated,window_gamma,lmer,851,6,FALSE,-0.2691372640871197,0.5800268395903574,0.8219646297602072,-0.18275976745101072,0.7335941975705109,0.8727639125988937,844.4169149641874,0.8516152586125771,0.9925444950911286,TRUE,0.28311670750221846,0.7753522154571326,0.9743723678974494,-0.025554021056897816,higher_audiobook,FALSE,FALSE,FALSE,FALSE
timeAboveMs,burst,lmer,869,6,FALSE,5.555228800910668,0.6139127789852449,0.8219646297602072,3.5366196390987703,0.7694962472222875,0.8727639125988937,856.6274169066135,0.8161448010349573,0.9925444950911286,TRUE,3.0648125049346646,0.8749906812370118,0.9743723678974494,0.021949682978854287,higher_focus,FALSE,FALSE,FALSE,FALSE
