sessID,participant,block,category,band,phase,phaseIdx,medZ,nEvents,nBreaths
260720_OBE_NWU_KA_2,KA,threshTask,olf,high,peakToExh,2,-0.103263628738518,45,45
260720_OBE_NWU_KA_2,KA,threshTask,olf,high,exhaleFall,3,0.077973688563969,45,45
260720_OBE_NWU_KA_2,KA,threshTask,olf,high,troughToPause,4,-0.272924380281992,45,45
260720_OBE_NWU_KA_2,KA,threshTask,olf,high,pause,5,-0.15953282168392,16,45
260720_OBE_NWU_KA_2,KA,threshTask,olf,low,inhaleRise,1,-0.301372729482884,45,45
260720_OBE_NWU_KA_2,KA,threshTask,olf,low,peakToExh,2,-0.256001038621966,45,45
260720_OBE_NWU_KA_2,KA,threshTask,olf,low,exhaleFall,3,-0.206911173825902,45,45
260720_OBE_NWU_KA_2,KA,threshTask,olf,low,troughToPause,4,-0.251282264643219,45,45
260720_OBE_NWU_KA_2,KA,threshTask,olf,low,pause,5,-0.296917005888613,16,45
250225_OBE_NWU_AS_4,AS,O15,olf,high,inhaleRise,1,-0.112196050257139,100,100
250225_OBE_NWU_AS_4,AS,O15,olf,high,peakToExh,2,-0.102779127505649,100,100
250225_OBE_NWU_AS_4,AS,O15,olf,high,exhaleFall,3,-0.172728607686745,100,100
250225_OBE_NWU_AS_4,AS,O15,olf,high,troughToPause,4,-0.34746780208323,100,100
250225_OBE_NWU_AS_4,AS,O15,olf,high,pause,5,-0.22954113704278,55,100
250225_OBE_NWU_AS_4,AS,O15,olf,low,inhaleRise,1,-0.377678417927287,100,100
250225_OBE_NWU_AS_4,AS,O15,olf,low,peakToExh,2,-0.0794784336577926,100,100
250225_OBE_NWU_AS_4,AS,O15,olf,low,exhaleFall,3,-0.0200197746988004,100,100
250225_OBE_NWU_AS_4,AS,O15,olf,low,troughToPause,4,-0.180264593859642,100,100
250225_OBE_NWU_AS_4,AS,O15,olf,low,pause,5,-0.0537101581222328,55,100
250908_OBE_NWU_AS,AS,O15,olf,high,inhaleRise,1,0.134166561480979,77,77
250908_OBE_NWU_AS,AS,O15,olf,high,peakToExh,2,0.00757026610652757,77,77
250908_OBE_NWU_AS,AS,O15,olf,high,exhaleFall,3,-0.166852227501352,77,77
250908_OBE_NWU_AS,AS,O15,olf,high,troughToPause,4,-0.300077326575132,77,77
250908_OBE_NWU_AS,AS,O15,olf,high,pause,5,-0.362071071462971,48,77
250908_OBE_NWU_AS,AS,O15,olf,low,inhaleRise,1,-0.454002171880898,77,77
250908_OBE_NWU_AS,AS,O15,olf,low,peakToExh,2,-0.154345563707114,77,77
250908_OBE_NWU_AS,AS,O15,olf,low,exhaleFall,3,-0.0164791576151926,77,77
250908_OBE_NWU_AS,AS,O15,olf,low,troughToPause,4,-0.12403423899368,77,77
250908_OBE_NWU_AS,AS,O15,olf,low,pause,5,-0.229095211053664,48,77
250904_OBE_NWU_TI_1,TI,O15,olf,high,inhaleRise,1,-0.22082862020235,107,107
250904_OBE_NWU_TI_1,TI,O15,olf,high,peakToExh,2,-0.253666679893283,107,107
250904_OBE_NWU_TI_1,TI,O15,olf,high,exhaleFall,3,-0.215860464486206,107,107
250904_OBE_NWU_TI_1,TI,O15,olf,high,troughToPause,4,-0.249694559910539,107,107
250904_OBE_NWU_TI_1,TI,O15,olf,high,pause,5,-0.220960796939618,73,107
250904_OBE_NWU_TI_1,TI,O15,olf,low,inhaleRise,1,-0.32867400741874,107,107
250904_OBE_NWU_TI_1,TI,O15,olf,low,peakToExh,2,-0.191744065056046,107,107
250904_OBE_NWU_TI_1,TI,O15,olf,low,exhaleFall,3,-0.106938937853705,107,107
250904_OBE_NWU_TI_1,TI,O15,olf,low,troughToPause,4,-0.209145367711886,107,107
250904_OBE_NWU_TI_1,TI,O15,olf,low,pause,5,-0.269526886020334,73,107
251006_OBE_NWU_RY_1,RY,O15,olf,high,inhaleRise,1,-0.0931477315706087,63,63
251006_OBE_NWU_RY_1,RY,O15,olf,high,peakToExh,2,-0.126091433605037,63,63
251006_OBE_NWU_RY_1,RY,O15,olf,high,exhaleFall,3,-0.29140946008467,63,63
251006_OBE_NWU_RY_1,RY,O15,olf,high,troughToPause,4,-0.322039994112094,63,63
251006_OBE_NWU_RY_1,RY,O15,olf,high,pause,5,-0.24240048707085,25,63
251006_OBE_NWU_RY_1,RY,O15,olf,low,inhaleRise,1,-0.480678596963134,63,63
251006_OBE_NWU_RY_1,RY,O15,olf,low,peakToExh,2,-0.448516820732208,63,63
251006_OBE_NWU_RY_1,RY,O15,olf,low,exhaleFall,3,-0.351138025164223,63,63
251006_OBE_NWU_RY_1,RY,O15,olf,low,troughToPause,4,-0.292802577484981,63,63
251006_OBE_NWU_RY_1,RY,O15,olf,low,pause,5,-0.306607471226417,25,63
251208_OBE_NWU_SP_1,SP,O15,olf,high,inhaleRise,1,0.00627332200087845,96,96
251208_OBE_NWU_SP_1,SP,O15,olf,high,peakToExh,2,0.11064822602836,96,96
251208_OBE_NWU_SP_1,SP,O15,olf,high,exhaleFall,3,-0.0338371072310968,96,96
251208_OBE_NWU_SP_1,SP,O15,olf,high,troughToPause,4,-0.290803241075502,96,96
251208_OBE_NWU_SP_1,SP,O15,olf,high,pause,5,-0.193880772053881,65,96
251208_OBE_NWU_SP_1,SP,O15,olf,low,inhaleRise,1,-0.368749526750312,96,96
251208_OBE_NWU_SP_1,SP,O15,olf,low,peakToExh,2,-0.151926881717928,96,96
251208_OBE_NWU_SP_1,SP,O15,olf,low,exhaleFall,3,0.0880217748474591,96,96
251208_OBE_NWU_SP_1,SP,O15,olf,low,troughToPause,4,-0.248655412298984,96,96
251208_OBE_NWU_SP_1,SP,O15,olf,low,pause,5,-0.280959947833352,65,96
260105_OBE_NWU_ZF_1,ZF,O15,olf,high,inhaleRise,1,-0.158496823699745,60,60
260105_OBE_NWU_ZF_1,ZF,O15,olf,high,peakToExh,2,-0.0875155290992201,60,60
260105_OBE_NWU_ZF_1,ZF,O15,olf,high,exhaleFall,3,-0.270795155259446,60,60
260105_OBE_NWU_ZF_1,ZF,O15,olf,high,troughToPause,4,-0.302880633621255,60,60
260105_OBE_NWU_ZF_1,ZF,O15,olf,high,pause,5,-0.2501088123286,23,60
260105_OBE_NWU_ZF_1,ZF,O15,olf,low,inhaleRise,1,-0.38486356294259,60,60
260105_OBE_NWU_ZF_1,ZF,O15,olf,low,peakToExh,2,-0.317808807713516,60,60
260105_OBE_NWU_ZF_1,ZF,O15,olf,low,exhaleFall,3,0.054730376408221,60,60
260105_OBE_NWU_ZF_1,ZF,O15,olf,low,troughToPause,4,-0.206510593190519,60,60
260105_OBE_NWU_ZF_1,ZF,O15,olf,low,pause,5,-0.294105573337575,23,60
260326_OBE_NWU_AD_2,AD,O15,olf,high,inhaleRise,1,0.00933902216443669,73,73
260326_OBE_NWU_AD_2,AD,O15,olf,high,peakToExh,2,-0.0982566946568085,73,73
260326_OBE_NWU_AD_2,AD,O15,olf,high,exhaleFall,3,-0.37315585455065,73,73
260326_OBE_NWU_AD_2,AD,O15,olf,high,troughToPause,4,-0.267564627982975,73,73
260326_OBE_NWU_AD_2,AD,O15,olf,high,pause,5,-0.332884928350754,22,73
260326_OBE_NWU_AD_2,AD,O15,olf,low,inhaleRise,1,-0.301656125584883,73,73
260326_OBE_NWU_AD_2,AD,O15,olf,low,peakToExh,2,-0.300786343768911,73,73
260326_OBE_NWU_AD_2,AD,O15,olf,low,exhaleFall,3,-0.173434832132596,73,73
260326_OBE_NWU_AD_2,AD,O15,olf,low,troughToPause,4,-0.300038837198465,73,73
260326_OBE_NWU_AD_2,AD,O15,olf,low,pause,5,-0.385298458135628,22,73
260514_OBE_NWU_BW_1,BW,O15,olf,high,inhaleRise,1,0.000380188346578206,64,64
260514_OBE_NWU_BW_1,BW,O15,olf,high,peakToExh,2,0.0936152832183021,64,64
260514_OBE_NWU_BW_1,BW,O15,olf,high,exhaleFall,3,0.0497999386309084,64,64
260514_OBE_NWU_BW_1,BW,O15,olf,high,troughToPause,4,-0.270676030017457,64,64
260514_OBE_NWU_BW_1,BW,O15,olf,high,pause,5,-0.270318183782701,46,64
260514_OBE_NWU_BW_1,BW,O15,olf,low,inhaleRise,1,-0.430542964007502,64,64
260514_OBE_NWU_BW_1,BW,O15,olf,low,peakToExh,2,-0.0410005072829696,64,64
260514_OBE_NWU_BW_1,BW,O15,olf,low,exhaleFall,3,-0.147066842345716,64,64
260514_OBE_NWU_BW_1,BW,O15,olf,low,troughToPause,4,-0.283920727372282,64,64
260514_OBE_NWU_BW_1,BW,O15,olf,low,pause,5,-0.349412826476874,46,64
260702_OBE_NWU_SP_2,SP,O15,olf,high,inhaleRise,1,0.0431609733071711,96,96
260702_OBE_NWU_SP_2,SP,O15,olf,high,peakToExh,2,-0.162661776844126,96,96
260702_OBE_NWU_SP_2,SP,O15,olf,high,exhaleFall,3,-0.170438844950978,96,96
260702_OBE_NWU_SP_2,SP,O15,olf,high,troughToPause,4,-0.360594017415515,96,96
260702_OBE_NWU_SP_2,SP,O15,olf,high,pause,5,-0.323835018470877,61,96
260702_OBE_NWU_SP_2,SP,O15,olf,low,inhaleRise,1,-0.282502634462353,96,96
260702_OBE_NWU_SP_2,SP,O15,olf,low,peakToExh,2,0.0455526977911215,96,96
260702_OBE_NWU_SP_2,SP,O15,olf,low,exhaleFall,3,0.0137708620598301,96,96
260702_OBE_NWU_SP_2,SP,O15,olf,low,troughToPause,4,-0.25880438109039,96,96
260702_OBE_NWU_SP_2,SP,O15,olf,low,pause,5,-0.269137675565251,61,96
260608_OBE_NWU_RX_1,RX,cueTask,olf,high,inhaleRise,1,-0.321237076709265,40,40
260608_OBE_NWU_RX_1,RX,cueTask,olf,high,peakToExh,2,-0.380450090342049,40,40
260608_OBE_NWU_RX_1,RX,cueTask,olf,high,exhaleFall,3,-0.498821238500746,40,40
260608_OBE_NWU_RX_1,RX,cueTask,olf,high,troughToPause,4,-0.495602658762146,40,40
260608_OBE_NWU_RX_1,RX,cueTask,olf,high,pause,5,-0.479316334047733,40,40
260608_OBE_NWU_RX_1,RX,cueTask,olf,low,inhaleRise,1,-0.253162418483673,40,40
260608_OBE_NWU_RX_1,RX,cueTask,olf,low,peakToExh,2,-0.10143596345041,40,40
260608_OBE_NWU_RX_1,RX,cueTask,olf,low,exhaleFall,3,0.0836332918047076,40,40
260608_OBE_NWU_RX_1,RX,cueTask,olf,low,troughToPause,4,-0.0671190083455512,40,40
260608_OBE_NWU_RX_1,RX,cueTask,olf,low,pause,5,-0.263617762109494,40,40
260608_OBE_NWU_RX_1,RX,O15,olf,high,inhaleRise,1,-0.299498902950629,170,170
260608_OBE_NWU_RX_1,RX,O15,olf,high,peakToExh,2,-0.354957441957793,170,170
260608_OBE_NWU_RX_1,RX,O15,olf,high,exhaleFall,3,-0.339730774408846,170,170
260608_OBE_NWU_RX_1,RX,O15,olf,high,troughToPause,4,-0.319575859955093,170,170
260608_OBE_NWU_RX_1,RX,O15,olf,high,pause,5,-0.324445386927873,114,170
260608_OBE_NWU_RX_1,RX,O15,olf,low,inhaleRise,1,-0.209281319770673,170,170
260608_OBE_NWU_RX_1,RX,O15,olf,low,peakToExh,2,0.00450265664258085,170,170
260608_OBE_NWU_RX_1,RX,O15,olf,low,exhaleFall,3,0.119546303645989,170,170
260608_OBE_NWU_RX_1,RX,O15,olf,low,troughToPause,4,-0.217410740368605,170,170
260608_OBE_NWU_RX_1,RX,O15,olf,low,pause,5,-0.302556671468424,114,170
260625_OBE_NWU_HM_2,HM,audiobook,nonolf,high,inhaleRise,1,-0.288401699157301,56,56
260625_OBE_NWU_HM_2,HM,audiobook,nonolf,high,peakToExh,2,-0.201111426128558,56,56
260625_OBE_NWU_HM_2,HM,audiobook,nonolf,high,exhaleFall,3,-0.0752825367687378,56,56
260625_OBE_NWU_HM_2,HM,audiobook,nonolf,high,troughToPause,4,-0.0196817381313202,56,56
260625_OBE_NWU_HM_2,HM,audiobook,nonolf,high,pause,5,-0.238576055875891,55,56
260625_OBE_NWU_HM_2,HM,audiobook,nonolf,low,inhaleRise,1,-0.332553022828415,56,56
260625_OBE_NWU_HM_2,HM,audiobook,nonolf,low,peakToExh,2,-0.224588588284131,56,56
260625_OBE_NWU_HM_2,HM,audiobook,nonolf,low,exhaleFall,3,-0.393264645083621,56,56
260625_OBE_NWU_HM_2,HM,audiobook,nonolf,low,troughToPause,4,-0.481788437116888,56,56
260625_OBE_NWU_HM_2,HM,audiobook,nonolf,low,pause,5,-0.36632332530833,55,56
260625_OBE_NWU_HM_2,HM,focusedBreathing,nonolf,high,inhaleRise,1,-0.376371502401723,44,44
260625_OBE_NWU_HM_2,HM,focusedBreathing,nonolf,high,peakToExh,2,-0.215971986467032,44,44
260625_OBE_NWU_HM_2,HM,focusedBreathing,nonolf,high,exhaleFall,3,-0.108659705020159,44,44
260625_OBE_NWU_HM_2,HM,focusedBreathing,nonolf,high,troughToPause,4,-0.0993082066577721,44,44
260625_OBE_NWU_HM_2,HM,focusedBreathing,nonolf,high,pause,5,-0.260646787477024,43,44
260625_OBE_NWU_HM_2,HM,focusedBreathing,nonolf,low,inhaleRise,1,-0.33767924377205,44,44
260625_OBE_NWU_HM_2,HM,focusedBreathing,nonolf,low,peakToExh,2,-0.260684288526879,44,44
260625_OBE_NWU_HM_2,HM,focusedBreathing,nonolf,low,exhaleFall,3,-0.385714992836013,44,44
260625_OBE_NWU_HM_2,HM,focusedBreathing,nonolf,low,troughToPause,4,-0.511934288086965,44,44
260625_OBE_NWU_HM_2,HM,focusedBreathing,nonolf,low,pause,5,-0.3093310660528,43,44
260702_OBE_NWU_SP_2,SP,audiobook,nonolf,high,inhaleRise,1,-0.0953683648421787,105,105
260702_OBE_NWU_SP_2,SP,audiobook,nonolf,high,peakToExh,2,0.0910833773191172,105,105
260702_OBE_NWU_SP_2,SP,audiobook,nonolf,high,exhaleFall,3,0.0122019556996505,105,105
260702_OBE_NWU_SP_2,SP,audiobook,nonolf,high,troughToPause,4,-0.21041461009684,105,105
260702_OBE_NWU_SP_2,SP,audiobook,nonolf,high,pause,5,-0.387764167916017,11,105
260702_OBE_NWU_SP_2,SP,audiobook,nonolf,low,inhaleRise,1,-0.378207865447895,105,105
260702_OBE_NWU_SP_2,SP,audiobook,nonolf,low,peakToExh,2,-0.0910648028430015,105,105
260702_OBE_NWU_SP_2,SP,audiobook,nonolf,low,exhaleFall,3,-0.123848705896841,105,105
260702_OBE_NWU_SP_2,SP,audiobook,nonolf,low,troughToPause,4,-0.312310389197871,105,105
260702_OBE_NWU_SP_2,SP,audiobook,nonolf,low,pause,5,-0.389770044745721,11,105
260702_OBE_NWU_SP_2,SP,focusedBreathing,nonolf,high,inhaleRise,1,-0.0765273425741392,78,78
260702_OBE_NWU_SP_2,SP,focusedBreathing,nonolf,high,peakToExh,2,0.313352883532732,78,78
260702_OBE_NWU_SP_2,SP,focusedBreathing,nonolf,high,exhaleFall,3,0.087057748740575,78,78
260702_OBE_NWU_SP_2,SP,focusedBreathing,nonolf,high,troughToPause,4,-0.141728914030982,78,78
260702_OBE_NWU_SP_2,SP,focusedBreathing,nonolf,high,pause,5,-0.263587723227545,25,78
260702_OBE_NWU_SP_2,SP,focusedBreathing,nonolf,low,inhaleRise,1,-0.428218212947073,78,78
260702_OBE_NWU_SP_2,SP,focusedBreathing,nonolf,low,peakToExh,2,-0.233395283307128,78,78
260702_OBE_NWU_SP_2,SP,focusedBreathing,nonolf,low,exhaleFall,3,-0.288257092143887,78,78
260702_OBE_NWU_SP_2,SP,focusedBreathing,nonolf,low,troughToPause,4,-0.37566773781728,78,78
260702_OBE_NWU_SP_2,SP,focusedBreathing,nonolf,low,pause,5,-0.336102334697891,25,78
