metric,n,mean_baseline,mean_ATB,diff,dz,t_p,wilcox_p
freqRange,7,29.5714285714286,30.4285714285714,-0.857142857142857,-0.652392338663475,0.135087020041891,0.15625
minPct,7,45.686490320624,36.295545287557,9.39094503306699,0.901036001817191,0.0544762580393882,0.03125
maxPct,7,44.7664946984355,35.49673842037,9.26975627806555,1.50975496308591,0.00716425606046529,0.015625
minLat_ms,7,1823.71428571429,1774.42857142857,49.2857142857143,0.121832381699286,0.758132176143779,0.8125
maxLat_ms,7,1843,1895.57142857143,-52.5714285714286,-0.189272525389976,0.63437048032944,0.578125
