task,metric,n_ctrl,n_dupi,control_mean,control_SD,control_CV,sep_control_dupi,sep_resp_nonresp,recovery_rho_dupi,recovery_rho_resp,max_separation,control_CV_rank,goodness
audiobook,p1_rfreqGated__var,7,28,44.25869595542062,12.397644837017179,0.2801177162839261,0.7072027190437973,1.0365675944820933,-0.2021574200488202,-0.21809854308148677,1.0365675944820933,451,0.8097439643997443
cueTask,p4_rpowDb__mean,11,30,7.582848422347616,7.918901421904293,1.0443175149752393,-1.6518320388838157,-1.1868976451088669,-0.011481886809871607,0.12172318051084408,1.6518320388838157,774,0.8080114888140665
focusedBreathing,w4_rfreqGated__mean,3,27,43.27333680583723,2.8830015328787635,0.0666230465597755,0.3344146210339102,0.8614039888825687,0.1755590562718126,0.21899710631676667,0.8614039888825687,171,0.8075992654207984
focusedBreathing,w3_rfreqPW__mean,3,27,44.35577557194007,1.656894643654174,0.03735465386981055,-0.15679398610282796,0.8318824674071045,0.12259710633506465,0.1836526366264024,0.8318824674071045,63,0.8019267704673612
O15,gammaBumpDb__mean,11,28,17.387635017022898,3.0296760061135726,0.17424313329404523,-0.9397287427076432,0.20089368663379778,0.15824723785775438,0.21934544147158033,0.9397287427076432,339,0.8002846395801092
threshTask,p1_rfreqRaw__var,5,29,28.783543245778844,19.69222132512315,0.6841486177115077,1.343690818182792,0.56407559997245,-0.015609153857936077,-0.08337285026383705,1.343690818182792,713,0.7978457506966671
cueTask,w2_aucZ__var,11,30,0.10110763715781745,0.03278832384698338,0.3242912646797719,0.15729042577197458,-1.0478012846497322,-0.09041985862773891,0.02116924878449462,1.0478012846497322,495,0.7912166398704608
cueTask,w2_rpowZ__var,11,30,0.40443054863127004,0.13115329538793374,0.32429126708531203,0.15729042577197522,-1.0478012846497313,-0.09041985862773891,0.02116924878449462,1.0478012846497313,496,0.7912166384332361
focusedBreathing,dutyCycle__var,3,27,0.0069632678837454895,1.4001180302171187e-4,0.02010719467526875,-0.22152236581300475,-0.805278245789509,0.2847522123142435,0.19751321297556484,0.805278245789509,24,0.7894055154133618
focusedBreathing,timeAboveMs__var,3,27,27908.8055311234,561.1678665582358,0.020107197562877113,-0.22152236581300602,-0.80527824578951,0.2847522123142435,0.19751321297556484,0.80527824578951,25,0.7894055131787996
threshTask,w5_rpowDb__var,5,29,12.329638245003734,12.34519745317882,1.0012619354164853,0.04071769224176233,-1.5749943836169749,0.019048458945277926,0.1969532549710933,1.5749943836169749,771,0.7870006198310072
cueTask,w5_rpowDb__var,11,30,31.17170668467221,38.79778028106813,1.2446472909646995,-0.7854242034934278,-1.7653219023166709,-0.040186603834550624,0.14924320393068707,1.7653219023166709,799,0.7864584825520515
cueTask,maxBurstMs__mean,11,30,186.36170725825897,39.133731474719156,0.2099880498533847,-0.9488465538360721,-0.3284212908450118,-0.024399009470977166,0.001058462439224731,0.9488465538360721,374,0.7841784503169636
threshTask,p3_rfreqPW__mean,5,29,41.965703682792494,3.2033224992868905,0.07633191435138596,0.8420087957461738,0.07301477199997264,0.04021341332892006,0.001812453266605153,0.8420087957461738,210,0.7822947406085058
threshTask,w1_aucZ__var,5,29,0.07801031560251077,0.015624267140986556,0.20028462671927788,0.9356083376318787,0.06317148436237909,-0.14894836647488155,-0.08760190788591574,0.9356083376318787,360,0.7794887285936208
threshTask,w1_rpowZ__var,5,29,0.3120412624100431,0.06249706856394594,0.200284628644836,0.9356083376318809,0.06317148436237412,-0.14894836647488155,-0.08760190788591574,0.9356083376318809,361,0.7794887273431268
focusedBreathing,anyBurst__mean,3,27,1,0,0,-0.4802824340905811,0.7787438101653684,0.09247108940278917,0.3065024090910023,0.7787438101653684,6.5,0.7787438101653684
threshTask,nBursts__var,5,29,4.32677237491191,0.5990841895314825,0.13845983506475068,0.43088389420796824,-0.883390354732382,-0.09153842770925225,-0.17822457121617338,0.883390354732382,309,0.7759521482654138
focusedBreathing,w4_rfreqPW__mean,3,27,43.51438700876691,2.945203601330305,0.06768344457361303,0.2741745970213428,0.827327674932915,0.09709690821737121,0.07900528519022594,0.827327674932915,178,0.7748810559325608
threshTask,breathLength__mean,5,29,2.263918787878788,0.22560406302761013,0.0996520123141613,-0.06570685562981278,-0.8511281516737628,-0.07090259718520116,-0.041686425131918524,0.8511281516737628,250,0.7739977212269245
threshTask,exhaleTroughMs__mean,5,29,2263.918787878788,225.60406302761004,0.09965201235813474,-0.06570685562981364,-0.8511281516737621,-0.07090259718520116,-0.041686425131918524,0.8511281516737621,251.5,0.7739977211959729
threshTask,breathLenMs__mean,5,29,2263.918787878788,225.60406302761004,0.09965201235813474,-0.06570685562981364,-0.8511281516737621,-0.07090259718520116,-0.041686425131918524,0.8511281516737621,251.5,0.7739977211959729
threshTask,endSymMs__mean,5,29,4527.837575757576,451.2081260552201,0.09965201235815674,-0.06570685562981364,-0.8511281516737621,-0.07090259718520116,-0.041686425131918524,0.8511281516737621,253,0.7739977211959573
focusedBreathing,p4_rfreqRaw__mean,3,27,44.839008438138045,3.0382771331115213,0.06775968601615061,-0.8251494964326955,0.08745101982672256,-0.012750099058846723,-0.03811658496019672,0.8251494964326955,179,0.7727857749634262
threshTask,w4_aucZ__mean,5,29,1.116963385130311,0.14639637470072345,0.13106640425153923,-0.8733965964472765,-0.8214079904765078,-0.13572026998510522,-0.20299476585977716,0.8733965964472765,290,0.7721886117068691
threshTask,w4_rpowZ__mean,5,29,2.2339267702606214,0.292792749401447,0.13106640431021016,-0.8733965964472766,-0.8214079904765038,-0.13572026998510522,-0.20299476585977716,0.8733965964472766,291,0.7721886116668142
focusedBreathing,inhaleDuration__mean,3,27,1.3735673608831505,0.14273182795515146,0.10391323492097773,0.8504244868556113,-0.818287059372294,-0.06701975146316869,-0.03742355614273861,0.8504244868556113,254,0.7703725799758964
focusedBreathing,w2_rfreqGated__mean,3,27,41.62165507033153,3.370332792723984,0.08097546305998359,0.8317416608856728,-0.08911566299798734,0.019615537013610344,0.046432930769694195,0.8317416608856728,219,0.7694362076741416
focusedBreathing,p2_aucZ__var,3,27,0.1955054167331794,0.09422704865318142,0.48196643216189533,0.9500481718372408,-1.1396205460491582,0.13338565169255034,0.1864247518962349,1.1396205460491582,624,0.7689921453798908
threshTask,p1_rfreqPW__var,5,29,29.548841548397615,22.186243803755094,0.7508329477710907,1.3461341986962172,0.6056170438582825,-0.11138057244391676,-0.22716080941451253,1.3461341986962172,727,0.7688535907494328
threshTask,peakLatMs__mean,5,29,1032.338181818182,34.431636932845926,0.03335305962642072,-0.7914694411649119,-0.19095682356202992,0.0870408749027283,0.1661415494388057,0.7914694411649119,52,0.7659235474185804
focusedBreathing,inhaleVolume__mean,3,27,1465.4587217990659,417.00240430417443,0.28455417958955415,0.7384721541820242,-0.9805931829471826,-0.025173272500799943,0.025642066245950525,0.9805931829471826,459,0.7633723812727818
focusedBreathing,p4_rfreqPW__mean,3,27,44.765139619074354,3.105097991303004,0.06936419762467495,-0.8130890842239339,0.1195470729397389,0.12259710633506465,0.11850792778533892,0.8130890842239339,190,0.7603481452156411
cueTask,w4_rfreqGated__var,11,30,59.317516108990816,21.96908702260176,0.37036424421186304,0.6350174978979941,-1.0418389519680211,-0.004305707553701853,0.02752002341984301,1.0418389519680211,530,0.7602642555572613
threshTask,p3_rfreqRaw__mean,5,29,42.23502510301775,3.0234821998453807,0.07158708186863992,0.8096758650387991,0.05040977820522184,0.06746329209785933,0.042894727309655295,0.8096758650387991,197,0.7555856903639426
cueTask,w4_rpowDb__var,11,30,28.685890447496696,30.093564192418842,1.0490719905121828,-0.9484140679636353,-1.548133107466797,-0.08037320766910125,0.11537240587549567,1.548133107466797,776,0.7555289002217184
cueTask,w5_rfreqGated__var,11,30,61.95521438784527,26.72906561799452,0.43142560124538865,0.5221201478240316,-1.0805438738154614,-0.017222830214807413,0.15665244100526018,1.0805438738154614,586,0.7548725360754703
O15,p3_rfreqGated__var,11,28,59.15335084184872,23.757030480444545,0.4016176622615898,-0.2124703978250594,1.05687769586681,0.14523251175356525,0.1608533237458256,1.05687769586681,560,0.7540413654330509
O15,w1_aucZ__mean,11,28,0.8560924769534303,0.08203237407514427,0.09582186059063431,0.09772409156758063,-0.8225593909413206,0.046438909053584,-0.0353389877926435,0.8225593909413206,241,0.7506323979501297
O15,w1_rpowZ__mean,11,28,1.7121849539068608,0.16406474815028824,0.09582186064659878,0.09772409156757987,-0.8225593909413216,0.046438909053584,-0.0353389877926435,0.8225593909413216,242,0.7506323979117953
focusedBreathing,anyBurst__var,3,27,0,0,0,0.4886715415272459,-0.7486639242242903,-0.09247108940278917,-0.3065024090910023,0.7486639242242903,6.5,0.7486639242242903
O15,apExp__var,11,28,0.15643032042621594,0.05661022023461249,0.36188777034070113,0.960370941129005,1.0155422604714681,0.254082948261329,0.26382382265887305,1.0155422604714681,525,0.745687186997363
focusedBreathing,w1_aucZ__var,3,27,0.09388617464440908,0.006055370379938646,0.06449693299760306,0.5740102631479062,0.7932315321712234,-0.026480974968373965,-0.18434566544386055,0.7932315321712234,163,0.7451703312451061
focusedBreathing,w1_rpowZ__var,3,27,0.37554469857763617,0.024221481519753934,0.06449693351282844,0.5740102631479093,0.7932315321712313,-0.026480974968373965,-0.18434566544386055,0.7932315321712313,164,0.7451703308844448
audiobook,p2_aucZ__var,7,28,0.2587998080062851,0.09091798090204357,0.35130621328949885,0.28920579722428985,-1.003525889431061,0.1915947682030183,0.23018156485885444,1.003525889431061,521,0.7426339637617498
threshTask,peakZ__var,5,29,0.311345780012392,0.10117389876046026,0.32495670386628234,0.7575576826530471,0.9827760798267112,0.08651175104313724,-0.027790950087945684,0.9827760798267112,498,0.7417420335011152
cueTask,w5_rfreqRaw__var,11,30,53.9849147535406,24.46384181804512,0.45316070108247225,0.16356599831884194,-1.077525074765864,0.05166849064442223,0.032812335615966665,1.077525074765864,604,0.7415044144554735
cueTask,peakFreq__mean,11,30,41.700807812876775,2.6910304852178855,0.06453185504771905,0.5689476506961824,0.7877902075837171,0.13060646246228952,0.18628938930355265,0.7877902075837171,165,0.7400344140461662
cueTask,w1_rfreqGated__var,11,30,68.10184074444696,27.208751768020946,0.39953034264848447,-0.27789147732411634,-1.0353310413893138,-0.15357023608203274,-0.17464630247208063,1.0353310413893138,553,0.7397703428351854
cueTask,w3_rpowDb__var,11,30,29.911291381622572,39.025412675932394,1.304705041876086,-0.9269401737257609,-1.704472743232457,-0.24399009470977162,-0.04339696000821397,1.704472743232457,807,0.7395622052551135
threshTask,p3_aucZ__mean,5,29,1.7058620836971952,0.45707622318574986,0.26794441783192846,0.32765005923904705,-0.9354767055787623,-0.10741214349698384,-0.057394353442496514,0.9354767055787623,433,0.7377899949103003
O15,w5_rfreqPW__mean,11,28,42.21403663128031,1.9530769003836108,0.04626605404729593,0.7712310995118403,0.2234372512683584,0.037565232164364123,-0.05727353193980154,0.7712310995118403,102,0.7371271356157152
threshTask,timeAboveMs_base__mean,5,29,1796.6751515151516,76.645852222358,0.04265982760304735,-0.7663275938936067,-0.5747748461009436,-0.04180078490769323,-0.06645661977552228,0.7663275938936067,83,0.7349737408175626
threshTask,w3_rfreqPW__var,5,29,42.89606849413386,12.055572907731307,0.28104144110779977,0.4357561116994597,0.938101083776515,-0.27540896891714334,-0.3298664945221379,0.938101083776515,452,0.7322956570126866
O15,w5_rfreqGated__mean,11,28,42.095081964726624,1.9696990023525065,0.046791665685702075,0.7628640141323116,0.09826695072515719,0.13872514870147068,0.07798949030100634,0.7628640141323116,103,0.7287639356897216
focusedBreathing,w1_aucZ__mean,3,27,0.9881080071781045,0.0555867627480382,0.05625575573517545,-0.7074564576093427,0.7694165557305688,0.18373219669415025,0.2390949420230522,0.7694165557305688,135,0.7284377401522789
focusedBreathing,w1_rpowZ__mean,3,27,1.9762160143562086,0.11117352549607569,0.05625575576364151,-0.7074564576093416,0.7694165557305704,0.18373219669415025,0.2390949420230522,0.7694165557305704,136,0.7284377401326491
threshTask,p3_rfreqRaw__var,5,29,53.44239700260829,14.432490951169363,0.2700569540358551,-0.9226694674371905,0.5431680726777954,0.11799462068880492,0.14982947003935934,0.9226694674371905,437,0.7264788122337563
focusedBreathing,p1_aucZ__var,3,27,0.28510807751221134,0.060016991353865644,0.210506105849593,0.8772766457671777,0.5182612585070826,0.056558131722576496,0.026335095063408646,0.8772766457671777,375,0.7247188936328922
threshTask,p3_rfreqPW__var,5,29,57.023960082531524,15.047662379862045,0.2638831529381594,-0.9157070813227421,0.5613361959390738,0.06772785402765484,0.10391398728536211,0.9157070813227421,427,0.7245187810233806
focusedBreathing,burstLatMs__mean,3,27,300.4690763638132,35.07269993992891,0.11672648767803828,0.4948249919263045,-0.8015062906035585,-0.14515497390071655,-0.2612718641817121,0.8015062906035585,278,0.717728377939791
threshTask,w2_rfreqPW__var,5,29,25.18620468870952,15.817987681642213,0.6280417346129592,1.163112669441214,0.880241533474223,-0.07645839771090722,-0.18668268646033076,1.163112669441214,695,0.7144243570130131
O15,p3_rfreqPW__var,11,28,54.66589035675648,22.400929175507475,0.4097789138511495,-0.2575236128270223,1.0032348012283268,0.26591451744695555,0.2918512957357972,1.0032348012283268,564,0.7116256253881327
threshTask,p4_aucZ__mean,5,29,2.946025417781645,0.10027993970775662,0.03403906126147013,-0.7344951868832661,0.06843876384660137,0.02116495438364214,-0.0966641742189415,0.7344951868832661,56,0.7103166740985808
audiobook,w5_rpowDb__var,7,28,8.518314509664934,5.224953416797153,0.6133787864084508,0.43978694610246355,-1.1459701323440756,0.03726268845602346,0.07310228175307451,1.1459701323440756,690,0.7102920541648651
O15,w2_rpowDb__mean,11,28,4.727613920199931,5.424866869799452,1.1474851712135048,-1.516309126878029,-0.22744862144450936,0.011535779955985833,0.19923877600335213,1.516309126878029,784,0.7060859591506238
threshTask,w2_rfreqRaw__var,5,29,24.92976556399342,15.003122518147421,0.6018156279501853,1.1269546198693567,0.8487888844329649,-0.08095595051743118,-0.1661415494388057,1.1269546198693567,684,0.7035482737245486
focusedBreathing,freqSpan__var,3,27,34.4235665262702,1.9664462974117483,0.05712500172967081,0.7432317080931613,-0.06025998938365416,-0.21740553523418132,-0.25156946073729836,0.7432317080931613,142,0.7030688961826498
threshTask,p2_aucZ__mean,5,29,2.1005139646784827,0.6654391175544224,0.3167982353021301,-0.921541004936859,-0.3137707356488851,-0.12804797402103493,-0.26884723454643106,0.921541004936859,489,0.6998346293541454
threshTask,p2_rfreqRaw__var,5,29,27.757365077901266,8.914491505078837,0.32115769921745413,0.9228862922271099,0.6979199348191601,-0.19286564682093899,-0.224744205059039,0.9228862922271099,493,0.6985436278907147
cueTask,p4_rpowZ__var,11,30,0.14266150135220904,0.07037091253908954,0.49327191554000827,0.6245471089230872,-1.042643090453566,-0.020093301917275312,0.05398158440046129,1.042643090453566,627,0.6982272147511175
O15,p3_rpowZ__var,11,28,0.4526913307851492,0.26671786431265976,0.5891826186750271,0.028036274120891904,1.1042155138843173,0.1416830409978773,0.07006868269231038,1.1042155138843173,676,0.6948323628186617
O15,w3_rfreqPW__var,11,28,48.74478512465116,16.05988838479257,0.3294688517632076,0.03165210811178215,0.9234618047941823,0.1795440623918821,0.1267329217391353,0.9234618047941823,502,0.6946095830447184
focusedBreathing,p4_rfreqGated__mean,3,27,44.631233045092976,3.1584575904578536,0.07076787654949958,-0.7349540607992758,-0.090347210901743,0.17359750257045156,0.1365266770392501,0.7349540607992758,194,0.6863803788806511
cueTask,p1_bandDb__var,11,30,3.2362539068749587,2.024818563088755,0.62566739839592,0.2916059368191855,-1.1118750329915226,0.06602084915676175,0.18734785174277738,1.1118750329915226,694,0.683949886728757
