"contrast","band","window","estimate","SE","df","t.ratio","p.value","p_holm"
"olf - nonolf","high","0-500",0.413306838492961,0.149025950928604,243.142535706717,2.77338836570128,0.00597770021710934,0.0298885010855467
"olf - nonolf","high","500-1000",-0.0781898159950389,0.149025950928604,243.142535706721,-0.524672484945244,0.600288915772546,1
"olf - nonolf","high","1000-1500",-0.0239922363950535,0.149025950928604,243.142535706717,-0.160993680936468,0.872232063080726,1
"olf - nonolf","high","1500-2000",0.0641112612059209,0.149025950928604,243.142535706717,0.430201993722794,0.66742976646172,1
"olf - nonolf","low","0-500",-0.0769800890969868,0.149025950928604,243.142535706721,-0.516554926288419,0.60593638209371,1
"olf - nonolf","low","500-1000",0.569042655012138,0.149025950928604,243.142535706721,3.81841317882116,0.000170519747816432,0.00102311848689859
"olf - nonolf","low","1000-1500",0.784163491439166,0.149025950928604,243.142535706721,5.26192576898802,3.12915443928731e-07,2.50332355142984e-06
"olf - nonolf","low","1500-2000",0.760217269111942,0.149025950928604,243.142535706721,5.10124085352187,6.79729505882376e-07,4.75810654117663e-06
