task,metric,ctrl_mean,ctrl_sd,dupi_sd,d_sep,p_sep,rho,p_rho,S1,S2,S3,d_S1_ctrl,d_S3_ctrl,recover_gain,p_sep_fdr,p_rho_fdr
audiobook,w1_rfreqGated__mean,42.05641164352125,2.4573263828062952,1.9330459000253495,0.5512854330238209,0.37180924012621047,-0.1463027471769263,0.4488718011771392,43.52120363104791,42.25545592739463,43.16945865961395,0.6040327519092943,0.5890430610043953,0.014989690904898989,0.6397605648827044,0.9967397636835182
audiobook,w1_rfreqRaw__mean,42.46447902495663,2.2461307667452006,1.5971961760508866,0.6323149441783154,0.31501592711438514,-0.14709643296631286,0.4463878376146263,43.82419002032029,43.03480570184507,43.446784805728,0.6744506069695295,0.5816491722540572,0.09280143471547231,0.6167680257186909,0.9967397636835182
audiobook,w1_rpowZ__mean,1.923797736414367,0.13286211912313883,0.1746105486155596,-0.38067515612933894,0.4295941176901419,0.23889942260536062,0.21199807413826247,1.84521506374948,1.8913882961015842,1.956615435259226,-0.5309524836818537,0.1903933554738174,0.34055912820803624,0.6397605648827044,0.9967397636835182
audiobook,w1_rpowDb__mean,2.621986345000934,3.1912636420052087,5.51618473186044,-1.413299357615042,0.002397749314940514,0.03545129859260058,0.8551350152968851,-4.724289714360052,-2.958512878050993,-4.232182421974589,-1.3663496182193902,-2.05942720282553,-0.6930775846061399,0.06965275070647967,0.9967397636835182
audiobook,w1_bandDb__mean,-1.3868995173094998,3.0967356428568205,5.759987052756308,-1.1876617699284333,0.007137079458727573,0.029101812277507938,0.8808783006465745,-7.7421129912648565,-6.1514172653544765,-7.812684216473443,-1.1273526678752008,-1.8313405565515488,-0.703987888676348,0.08080395806170748,0.9967397636835182
audiobook,w1_aucZ__mean,0.9618988682071836,0.06643105956156939,0.08730527430777982,-0.3806751561293393,0.42959411769014155,0.23889942260536062,0.21199807413826247,0.9226075318747402,0.9456941480507922,0.9783077176296133,-0.530952483681852,0.19039335547381983,0.34055912820803214,0.6397605648827044,0.9967397636835182
audiobook,w2_rfreqPW__mean,42.580179936967845,1.8425263749699237,1.5417996614803187,0.5988750587598081,0.3271354639571781,0.059261872274197984,0.7600877838431723,43.481687559015086,42.659684167192594,44.14456246107447,0.6534707200886722,0.9616560244126094,-0.3081853043239372,0.626849026107545,0.9967397636835182
audiobook,w2_rfreqGated__mean,42.191799026536074,1.9070572139271489,1.600529724275173,0.7057665280629971,0.24632121732187903,0.0015873715787731602,0.9934795787102112,43.46169632175888,42.2827854924908,43.9033159958754,0.8608388566989966,1.0089603518593322,-0.14812149516033557,0.5528970165655037,0.9967397636835182
audiobook,w2_rfreqRaw__mean,42.77312322913188,1.878323974991833,1.5097785696933448,0.5637331737132024,0.3687743622142389,0.08836368455170593,0.6485230455560795,43.57518820667115,42.95331231498752,44.23601307649397,0.5724524296326907,0.8680367740648637,-0.29558434443217296,0.6397605648827044,0.9967397636835182
audiobook,w2_rpowZ__mean,1.904010682277065,0.07571779383981517,0.21285088394811486,-0.6333956504395969,0.12632283642744735,0.16270558682424893,0.3990633198080241,1.8336645275066004,1.8219487145258069,1.8639865553386505,-0.4695353926574534,-0.16820081817037663,0.3013345744870768,0.390145688308448,0.9967397636835182
audiobook,w2_rpowDb__mean,2.6718745569378517,3.0753787516413866,5.565297832117344,-1.446929229584261,0.0018286581370405843,-0.014550906138753969,0.9402815358143273,-4.645503641609489,-3.0145224365950463,-4.815514711180505,-1.388074784034059,-2.328080484726516,-0.9400057006924571,0.06965275070647967,0.9967397636835182
audiobook,w2_bandDb__mean,-1.3230148470666847,3.001516564443081,5.647820431832635,-1.238198750729647,0.005337193304528886,-0.011640724911003176,0.9522100604969364,-7.674469270162088,-6.249632852375652,-8.040258076183694,-1.1541611227869888,-1.9430321879650219,-0.7888710651780331,0.06965275070647967,0.9967397636835182
audiobook,w2_aucZ__mean,0.9520053411385325,0.03785889691990781,0.10642544197405733,-0.633395650439597,0.1263228364274477,0.16270558682424893,0.3990633198080241,0.9168322637533001,0.9109743572629034,0.931993277669325,-0.4695353926574551,-0.16820081817037855,0.30133457448707657,0.390145688308448,0.9967397636835182
audiobook,w3_rfreqPW__mean,44.25929483574055,2.7501591742767815,1.4380529608870207,-0.336396083191689,0.5986329388713614,0.2735570354085747,0.1510288608353287,43.30554184717273,43.63700155270632,44.352476810015304,-0.4394461700120676,0.04254118403409544,0.39690498597797214,0.7755864970374979,0.9967397636835182
audiobook,w3_rfreqGated__mean,44.1869747647867,2.872772810711641,1.4912965041659703,-0.32338257157068295,0.6076623062562343,0.14312800401937997,0.45888124871750424,43.35493972064548,43.46191046116794,43.96248587050987,-0.36310795677312285,-0.09807425261810514,0.2650337041550177,0.7755864970374979,0.9967397636835182
audiobook,w3_rfreqRaw__mean,44.30696089986055,2.584707543703781,1.3694715027833995,-0.3061563370617698,0.6278042102345487,0.3296441645252263,0.0807606544507398,43.420419540939854,43.8266332032806,44.49022151444448,-0.43954352460361246,0.08904426237159996,0.3504992622320125,0.7837019000243359,0.9967397636835182
audiobook,w3_rpowZ__mean,2.1624012130906562,0.20559014068234346,0.16313700848436105,-1.1758110428659296,0.05454824963805179,0.11693637296962282,0.545776963288316,1.9493797475029115,2.0072919736946004,2.0225105238527394,-1.3113159742009075,-0.7259420051590034,0.5853739690419041,0.3498611873337128,0.9967397636835182
audiobook,w3_rpowDb__mean,3.3788718911317703,3.4406744456319442,5.661376616520763,-1.4636392873232213,0.002008959952176486,0.052118700169718764,0.7883111308277374,-4.373817989651615,-2.545291409157657,-4.309995211589714,-1.438244458620224,-2.199027794543361,-0.7607833359231368,0.06965275070647967,0.9967397636835182
audiobook,w3_bandDb__mean,-0.8213395718832117,3.1256617815839296,5.8354885515212915,-1.2298917307183168,0.005617157315038683,0.04894395701217244,0.8009418042424925,-7.442704742461429,-5.822096313680633,-7.667598138617812,-1.1806189502873288,-1.8601070458935471,-0.6794880956062184,0.06965275070647967,0.9967397636835182
audiobook,w3_aucZ__mean,1.0812006065453281,0.10279507034117172,0.08156850424218075,-1.175811042865928,0.05454824963805199,0.11693637296962282,0.545776963288316,0.9746898737514558,1.0036459868473004,1.01125526192637,-1.3113159742009082,-0.7259420051589999,0.5853739690419083,0.3498611873337128,0.9967397636835182
audiobook,w4_rfreqPW__mean,43.60757310784736,3.0298489017927706,1.4172271056730896,-0.021720460868274186,0.9724336716977995,-0.06084924385297114,0.753855254772851,43.43016355809523,43.47906300703541,43.38401460987624,-0.08686921902892286,-0.09568328199440486,-0.008814062965481997,0.9780948614493896,0.9967397636835182
audiobook,w4_rfreqGated__mean,43.10712013941778,3.1767976890537435,1.494530180790953,0.07480334061244945,0.9049557604055468,0.044975528065239544,0.816799088326703,43.04773842039654,43.25810181684616,43.24859001327341,-0.027261591524589845,0.0575331533262102,-0.030271561801620356,0.9515157154248863,0.9967397636835182
audiobook,w4_rfreqRaw__mean,43.83129003929677,2.939993146594597,1.3989277339238442,-0.03250514252541197,0.9585479955598342,-0.09233211349863882,0.6338094224707029,43.6034962865439,43.7523172989533,43.508728545180205,-0.11622416175157096,-0.1422403483048292,-0.02601618655325824,0.9742618971263889,0.9967397636835182
