period,n,mean_audiobook,mean_focus,diff,dz,t_p,wilcox_p
inhale_rise,6,0.000118893053941646,0.000238285436761468,-0.000119392382819822,-0.57500320532846,0.218033452279911,0.15625
inhale_fall,6,0.000218886345963412,0.000163038117697064,5.58482282663486e-05,0.256781631971216,0.556973100036571,0.84375
exhale_rise,6,0.000141914224259293,0.000162724142360187,-2.08099181008944e-05,-0.230440717677072,0.596820504842919,0.5625
exhale_fall,6,0.000123019359591102,0.000174590313554556,-5.15709539634542e-05,-0.601079134689783,0.200912046540354,0.21875
pause,6,9.86532321060303e-05,6.37604397152269e-05,3.48927923908035e-05,0.367618900291094,0.40913960201743,0.4375
