sessID,participant,task,category,block,band,window,winMid,medZ,medZ_ninv,nBreaths
250225_OBE_NWU_AS_4,AS,O15,olf,O15,low,500-1000,750,3.78583013779406,0.378583013779406,100
250225_OBE_NWU_AS_4,AS,O15,olf,O15,low,1000-1500,1250,4.70214531289683,0.470214531289683,100
250225_OBE_NWU_AS_4,AS,O15,olf,O15,low,1500-2000,1750,4.9751269013915,0.497512690139151,100
250908_OBE_NWU_AS,AS,O15,olf,O15,high,0-500,250,7.71373291413661,0.873408262620215,78
250908_OBE_NWU_AS,AS,O15,olf,O15,high,500-1000,750,3.60074981320476,0.40770463191922,78
250908_OBE_NWU_AS,AS,O15,olf,O15,high,1000-1500,1250,2.02277093317072,0.229033707296444,78
250908_OBE_NWU_AS,AS,O15,olf,O15,high,1500-2000,1750,1.60887808250557,0.182169570355965,78
250908_OBE_NWU_AS,AS,O15,olf,O15,low,0-500,250,-1.50495367217144,-0.170402448045129,78
250908_OBE_NWU_AS,AS,O15,olf,O15,low,500-1000,750,2.31879238619714,0.262551536584037,78
250908_OBE_NWU_AS,AS,O15,olf,O15,low,1000-1500,1250,4.3788312918187,0.495805010812002,78
250908_OBE_NWU_AS,AS,O15,olf,O15,low,1500-2000,1750,5.60820804363104,0.635004517050842,78
250904_OBE_NWU_TI_1,TI,O15,olf,O15,high,0-500,250,1.06259143875786,0.102724591679475,107
250904_OBE_NWU_TI_1,TI,O15,olf,O15,high,500-1000,750,-0.308995091305718,-0.0298716829701234,107
250904_OBE_NWU_TI_1,TI,O15,olf,O15,high,1000-1500,1250,0.51032456532482,0.0493349378555871,107
250904_OBE_NWU_TI_1,TI,O15,olf,O15,high,1500-2000,1750,1.5282063394738,0.147737283116023,107
250904_OBE_NWU_TI_1,TI,O15,olf,O15,low,0-500,250,-1.57082828925177,-0.151857702524486,107
250904_OBE_NWU_TI_1,TI,O15,olf,O15,low,500-1000,750,3.57159670408891,0.345279285799797,107
250904_OBE_NWU_TI_1,TI,O15,olf,O15,low,1000-1500,1250,5.63867093393085,0.545110894155215,107
250904_OBE_NWU_TI_1,TI,O15,olf,O15,low,1500-2000,1750,6.54837409740961,0.633055218388733,107
251006_OBE_NWU_RY_1,RY,O15,olf,O15,high,0-500,250,3.7557163690376,0.473175786065142,63
251006_OBE_NWU_RY_1,RY,O15,olf,O15,high,500-1000,750,0.283184827781344,0.0356779347321948,63
251006_OBE_NWU_RY_1,RY,O15,olf,O15,high,1000-1500,1250,1.88585334007779,0.237595187951731,63
251006_OBE_NWU_RY_1,RY,O15,olf,O15,high,1500-2000,1750,-0.0700420641312391,-0.00882447061928076,63
251006_OBE_NWU_RY_1,RY,O15,olf,O15,low,0-500,250,-2.09598305417,-0.264069043501878,63
251006_OBE_NWU_RY_1,RY,O15,olf,O15,low,500-1000,750,-1.67641483105715,-0.211208416055123,63
251006_OBE_NWU_RY_1,RY,O15,olf,O15,low,1000-1500,1250,3.50446229902834,0.441520748677651,63
251006_OBE_NWU_RY_1,RY,O15,olf,O15,low,1500-2000,1750,-0.728131626373966,-0.0917359621479292,63
251208_OBE_NWU_SP_1,SP,O15,olf,O15,high,0-500,250,6.16645028592716,0.629360696865041,96
251208_OBE_NWU_SP_1,SP,O15,olf,O15,high,500-1000,750,4.56305674236459,0.465715028589987,96
251208_OBE_NWU_SP_1,SP,O15,olf,O15,high,1000-1500,1250,4.00040172031091,0.408289290871406,96
251208_OBE_NWU_SP_1,SP,O15,olf,O15,high,1500-2000,1750,1.9905951717957,0.203164268972803,96
251208_OBE_NWU_SP_1,SP,O15,olf,O15,low,0-500,250,-0.809385917634473,-0.0826076042999497,96
251208_OBE_NWU_SP_1,SP,O15,olf,O15,low,500-1000,750,4.00460666243174,0.408718455979489,96
251208_OBE_NWU_SP_1,SP,O15,olf,O15,low,1000-1500,1250,7.02327887073385,0.716810398107016,96
251208_OBE_NWU_SP_1,SP,O15,olf,O15,low,1500-2000,1750,4.66320902423988,0.475936778055398,96
260105_OBE_NWU_ZF_1,ZF,O15,olf,O15,high,0-500,250,2.31973383495783,0.297011482502771,61
260105_OBE_NWU_ZF_1,ZF,O15,olf,O15,high,500-1000,750,0.850476516023151,0.108892359567804,61
260105_OBE_NWU_ZF_1,ZF,O15,olf,O15,high,1000-1500,1250,-0.0462063003040468,-0.00591611052417258,61
260105_OBE_NWU_ZF_1,ZF,O15,olf,O15,high,1500-2000,1750,-0.125702223266689,-0.0160945204676951,61
260105_OBE_NWU_ZF_1,ZF,O15,olf,O15,low,0-500,250,-0.374631645848694,-0.0479666670585925,61
260105_OBE_NWU_ZF_1,ZF,O15,olf,O15,low,500-1000,750,6.15702506342339,0.788326278789371,61
260105_OBE_NWU_ZF_1,ZF,O15,olf,O15,low,1000-1500,1250,5.30978452507592,0.679848243706695,61
260105_OBE_NWU_ZF_1,ZF,O15,olf,O15,low,1500-2000,1750,3.0334477199678,0.388393181504234,61
260326_OBE_NWU_AD_2,AD,O15,olf,O15,high,0-500,250,5.15774781923167,0.603668721711215,73
260326_OBE_NWU_AD_2,AD,O15,olf,O15,high,500-1000,750,1.31410733706913,0.153804630269423,73
260326_OBE_NWU_AD_2,AD,O15,olf,O15,high,1000-1500,1250,-0.602382057249592,-0.0705034870308575,73
260326_OBE_NWU_AD_2,AD,O15,olf,O15,high,1500-2000,1750,-0.668206491117638,-0.0782076542843093,73
260326_OBE_NWU_AD_2,AD,O15,olf,O15,low,0-500,250,-0.466739400552218,-0.0546277148822659,73
260326_OBE_NWU_AD_2,AD,O15,olf,O15,low,500-1000,750,1.12181981279974,0.13129907783743,73
260326_OBE_NWU_AD_2,AD,O15,olf,O15,low,1000-1500,1250,1.96970395385233,0.230536410395631,73
260326_OBE_NWU_AD_2,AD,O15,olf,O15,low,1500-2000,1750,3.05740201848481,0.357841839683227,73
260514_OBE_NWU_BW_1,BW,O15,olf,O15,high,0-500,250,4.32072004894284,0.540090006117855,64
260514_OBE_NWU_BW_1,BW,O15,olf,O15,high,500-1000,750,3.44423309413961,0.430529136767452,64
260514_OBE_NWU_BW_1,BW,O15,olf,O15,high,1000-1500,1250,3.57902161773089,0.447377702216361,64
260514_OBE_NWU_BW_1,BW,O15,olf,O15,high,1500-2000,1750,4.42045734897116,0.552557168621396,64
260514_OBE_NWU_BW_1,BW,O15,olf,O15,low,0-500,250,-1.41888048277917,-0.177360060347396,64
260514_OBE_NWU_BW_1,BW,O15,olf,O15,low,500-1000,750,5.04224549780789,0.630280687225986,64
260514_OBE_NWU_BW_1,BW,O15,olf,O15,low,1000-1500,1250,7.46149746982519,0.932687183728149,64
260514_OBE_NWU_BW_1,BW,O15,olf,O15,low,1500-2000,1750,5.02852223844716,0.628565279805895,64
260702_OBE_NWU_SP_2,SP,O15,olf,O15,high,0-500,250,5.26060235796951,0.528710430080113,99
260702_OBE_NWU_SP_2,SP,O15,olf,O15,high,500-1000,750,1.17937314879226,0.118531461283755,99
260702_OBE_NWU_SP_2,SP,O15,olf,O15,high,1000-1500,1250,1.93864180429434,0.194840832355816,99
260702_OBE_NWU_SP_2,SP,O15,olf,O15,high,1500-2000,1750,0.999274574920419,0.10043087356221,99
260702_OBE_NWU_SP_2,SP,O15,olf,O15,low,0-500,250,-0.870420360899843,-0.0874805377875913,99
260702_OBE_NWU_SP_2,SP,O15,olf,O15,low,500-1000,750,6.26235336526252,0.629390194460462,99
260702_OBE_NWU_SP_2,SP,O15,olf,O15,low,1000-1500,1250,6.94536589978835,0.698035537009912,99
260702_OBE_NWU_SP_2,SP,O15,olf,O15,low,1500-2000,1750,5.92049353656734,0.595031988924793,99
260608_OBE_NWU_RX_1,RX,cueTask,olf,cueTask,high,0-500,250,1.56304133806284,0.24713853526379,40
260608_OBE_NWU_RX_1,RX,cueTask,olf,cueTask,high,500-1000,750,-1.80055687552539,-0.284693039166826,40
260608_OBE_NWU_RX_1,RX,cueTask,olf,cueTask,high,1000-1500,1250,-0.866973697248082,-0.13708057773806,40
260608_OBE_NWU_RX_1,RX,cueTask,olf,cueTask,high,1500-2000,1750,-1.10311281296301,-0.174417450253922,40
260608_OBE_NWU_RX_1,RX,cueTask,olf,cueTask,low,0-500,250,-0.387026498228003,-0.0611942624619806,40
260608_OBE_NWU_RX_1,RX,cueTask,olf,cueTask,low,500-1000,750,5.75948865149358,0.910655114830573,40
260608_OBE_NWU_RX_1,RX,cueTask,olf,cueTask,low,1000-1500,1250,5.97875874849619,0.945324761295287,40
260608_OBE_NWU_RX_1,RX,cueTask,olf,cueTask,low,1500-2000,1750,7.64681081006897,1.20906694981076,40
260608_OBE_NWU_RX_1,RX,O15,olf,O15,high,0-500,250,1.43603002614381,0.109496262970812,172
260608_OBE_NWU_RX_1,RX,O15,olf,O15,high,500-1000,750,-1.47453548150601,-0.112432276417183,172
260608_OBE_NWU_RX_1,RX,O15,olf,O15,high,1000-1500,1250,-0.704235452645883,-0.0536974498530159,172
260608_OBE_NWU_RX_1,RX,O15,olf,O15,high,1500-2000,1750,0.420066713456861,0.0320297866232436,172
260608_OBE_NWU_RX_1,RX,O15,olf,O15,low,0-500,250,0.377840541763919,0.0288100712163473,172
260608_OBE_NWU_RX_1,RX,O15,olf,O15,low,500-1000,750,11.9110908216475,0.908212160701526,172
260608_OBE_NWU_RX_1,RX,O15,olf,O15,low,1000-1500,1250,10.4980162772684,0.80046623680592,172
260608_OBE_NWU_RX_1,RX,O15,olf,O15,low,1500-2000,1750,6.43579608749373,0.490724851147482,172
260625_OBE_NWU_HM_2,HM,breathingTask,nonolf,audiobook,high,0-500,250,-0.125931569104115,-0.0168283137773731,56
260625_OBE_NWU_HM_2,HM,breathingTask,nonolf,audiobook,high,500-1000,750,0.536385622143925,0.071677543759077,56
260625_OBE_NWU_HM_2,HM,breathingTask,nonolf,audiobook,high,1000-1500,1250,0.820614238753351,0.10965919029012,56
260625_OBE_NWU_HM_2,HM,breathingTask,nonolf,audiobook,high,1500-2000,1750,2.58518450758733,0.345459811035275,56
260625_OBE_NWU_HM_2,HM,breathingTask,nonolf,audiobook,low,0-500,250,-0.154712539640938,-0.0206743327419312,56
260625_OBE_NWU_HM_2,HM,breathingTask,nonolf,audiobook,low,500-1000,750,-0.329185891736877,-0.0439893151228234,56
260625_OBE_NWU_HM_2,HM,breathingTask,nonolf,audiobook,low,1000-1500,1250,1.12210165584159,0.149947141046105,56
260625_OBE_NWU_HM_2,HM,breathingTask,nonolf,audiobook,low,1500-2000,1750,0.711531245573968,0.0950823621757965,56
260625_OBE_NWU_HM_2,HM,breathingTask,nonolf,focusedBreathing,high,0-500,250,-1.15883988304433,-0.174701685643517,44
260625_OBE_NWU_HM_2,HM,breathingTask,nonolf,focusedBreathing,high,500-1000,750,-0.162167130080083,-0.0244476147183815,44
260625_OBE_NWU_HM_2,HM,breathingTask,nonolf,focusedBreathing,high,1000-1500,1250,0.526986422104545,0.0794461923514831,44
260625_OBE_NWU_HM_2,HM,breathingTask,nonolf,focusedBreathing,high,1500-2000,1750,0.307585948659458,0.04637032647677,44
260625_OBE_NWU_HM_2,HM,breathingTask,nonolf,focusedBreathing,low,0-500,250,-0.044321952293518,-0.00668178571516505,44
260625_OBE_NWU_HM_2,HM,breathingTask,nonolf,focusedBreathing,low,500-1000,750,-0.550881459548183,-0.0830485047856668,44
260625_OBE_NWU_HM_2,HM,breathingTask,nonolf,focusedBreathing,low,1000-1500,1250,0.190442203177592,0.0287102423722137,44
260625_OBE_NWU_HM_2,HM,breathingTask,nonolf,focusedBreathing,low,1500-2000,1750,-0.610738649722569,-0.0920723157317298,44
260702_OBE_NWU_SP_2,SP,breathingTask,nonolf,audiobook,high,0-500,250,1.42985775625595,0.139539828863621,105
260702_OBE_NWU_SP_2,SP,breathingTask,nonolf,audiobook,high,500-1000,750,6.0698967986718,0.592361272861388,105
260702_OBE_NWU_SP_2,SP,breathingTask,nonolf,audiobook,high,1000-1500,1250,5.59317959904088,0.545838437871824,105
260702_OBE_NWU_SP_2,SP,breathingTask,nonolf,audiobook,high,1500-2000,1750,2.90366462152514,0.283368651596446,105
260702_OBE_NWU_SP_2,SP,breathingTask,nonolf,audiobook,low,0-500,250,-1.21897536602477,-0.118959814862604,105
260702_OBE_NWU_SP_2,SP,breathingTask,nonolf,audiobook,low,500-1000,750,0.812226349781456,0.0792651754002444,105
260702_OBE_NWU_SP_2,SP,breathingTask,nonolf,audiobook,low,1000-1500,1250,5.79163849539297,0.565206043014553,105
260702_OBE_NWU_SP_2,SP,breathingTask,nonolf,audiobook,low,1500-2000,1750,-0.38538039942467,-0.0376092759911471,105
260702_OBE_NWU_SP_2,SP,breathingTask,nonolf,focusedBreathing,high,0-500,250,2.69442230744393,0.305083249900565,78
260702_OBE_NWU_SP_2,SP,breathingTask,nonolf,focusedBreathing,high,500-1000,750,6.76468060871876,0.765949249657554,78
260702_OBE_NWU_SP_2,SP,breathingTask,nonolf,focusedBreathing,high,1000-1500,1250,6.26184786730727,0.709014653145934,78
260702_OBE_NWU_SP_2,SP,breathingTask,nonolf,focusedBreathing,high,1500-2000,1750,4.5913641082744,0.519869613519489,78
260702_OBE_NWU_SP_2,SP,breathingTask,nonolf,focusedBreathing,low,0-500,250,-1.25297084673225,-0.141871011420764,78
260702_OBE_NWU_SP_2,SP,breathingTask,nonolf,focusedBreathing,low,500-1000,750,-0.767325646011407,-0.0868825206688882,78
260702_OBE_NWU_SP_2,SP,breathingTask,nonolf,focusedBreathing,low,1000-1500,1250,1.73631874693691,0.196599384111139,78
260702_OBE_NWU_SP_2,SP,breathingTask,nonolf,focusedBreathing,low,1500-2000,1750,0.744942525712966,0.0843481313622462,78
