sess,cond,freqRange,minLat_ms,maxLat_ms,minPct,maxPct,breathMs
AS,ATB,33,3016,2706,88.3421206795548,79.2618629173989,3414
AS,ATB,22,3050,1870,87.8962536023055,53.8904899135447,3470
AS,ATB,28,3616,1032,75.1454696591854,21.4463840399002,4812
AS,ATB,26,2182,852,39.4289844597036,15.3957354535598,5534
AS,ATB,31,200,1074,7.32600732600733,39.3406593406593,2730
AS,ATB,20,3044,3746,80.3590285110876,98.8912354804646,3788
AS,ATB,24,3472,200,93.6353829557713,5.39374325782093,3708
AS,ATB,31,3442,2306,87.3604060913706,58.5279187817259,3940
AS,ATB,28,1742,296,72.2222222222222,12.2719734660033,2412
AS,ATB,28,2700,506,63.9204545454545,11.9791666666667,4224
AS,ATB,32,1058,1706,11.8583277292087,19.1212732571172,8922
AS,ATB,30,200,1024,4.03388463089956,20.6534893102057,4958
AS,ATB,20,200,1722,3.50754121360926,30.1999298491757,5702
AS,ATB,31,3018,3790,71.1456859971711,89.3446487505893,4242
AS,ATB,24,3600,1872,88.1057268722467,45.8149779735683,4086
AS,ATB,29,3068,3734,70.6586826347305,85.9972362966375,4342
AS,ATB,29,414,1998,10.1970443349754,49.2118226600985,4060
AS,ATB,29,1498,1986,31.7911714770798,42.1477079796265,4712
AS,ATB,31,2502,1906,53.2567049808429,40.5704555129842,4698
AS,ATB,31,1642,3714,38.9468690702087,88.0929791271347,4216
AS,ATB,33,2130,540,61.7033603707995,15.6431054461182,3452
AS,ATB,33,2816,852,73.9107611548556,22.3622047244094,3810
AS,ATB,30,360,1960,9.6051227321238,52.2945570971185,3748
AS,ATB,33,2834,2512,77.3471615720524,68.5589519650655,3664
AS,ATB,30,1192,3462,27.2394881170018,79.1133455210238,4376
AS,ATB,29,200,2510,4.19111483654652,52.5984911986588,4772
AS,ATB,32,3202,200,69.0681622088007,4.31406384814495,4636
AS,ATB,24,200,526,4.82858522452921,12.6991791405118,4142
AS,ATB,32,3646,1038,71.7716535433071,20.4330708661417,5080
AS,ATB,24,3860,3512,96.0199004975125,87.363184079602,4020
AS,ATB,33,2618,802,67.4742268041237,20.6701030927835,3880
AS,ATB,27,1742,200,50.2886836027714,5.77367205542725,3464
AS,ATB,30,3220,2586,32.2128851540616,25.8703481392557,9996
AS,ATB,32,3416,876,46.3878326996198,11.8957088538838,7364
AS,ATB,33,1038,2672,4.7164667393675,12.1410396219557,22008
AS,ATB,28,200,3126,5.46746856205577,85.4565336249317,3658
AS,ATB,33,2140,2862,65.0455927051672,86.9908814589666,3290
AS,ATB,25,1650,200,47.0890410958904,5.70776255707763,3504
AS,ATB,32,2752,360,80.2800466744457,10.5017502917153,3428
