session,group,type,channel,trial,meanRbar,nSubWin,nSlips,included
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,8,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,9,0.540346740788193,6,4,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,10,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,11,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,12,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,13,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,14,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,15,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,16,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,17,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,18,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,19,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,20,0.431587314630948,4,1,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,21,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,22,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,23,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,24,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,25,0.633459313181698,4,1,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,26,0.873553488093759,4,0,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,27,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,28,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,29,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,30,0.54607771850008,2,1,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,31,0.529524662119591,3,2,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,32,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,33,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,34,0.771509072402905,2,1,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,35,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,36,NaN,0,0,0
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,37,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,1,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,2,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,3,0.347828880561278,2,2,1
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,4,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,5,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,6,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,7,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,8,0.994438556142413,2,2,1
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,9,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,10,0.0591485834683504,2,1,1
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,11,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,12,0.587196412259059,2,1,1
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,13,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,14,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,15,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,16,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,17,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,18,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,19,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,20,0.937618246753927,3,3,1
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,21,0.990767916278649,2,2,1
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,22,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,23,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,24,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,25,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,26,0.998771679791014,2,2,1
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,27,0.890857732340579,2,2,1
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,28,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,29,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,30,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,31,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,32,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,33,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,34,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,35,0.411221856090406,2,1,1
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,36,0.10465446638103,3,1,1
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,37,0.428498004396591,2,1,1
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,38,NaN,0,0,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,39,0.850086791166574,2,0,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,1,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,2,0.859805570172503,2,0,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,3,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,4,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,5,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,6,0.222783085837456,2,1,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,7,0.844040715916131,2,2,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,8,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,9,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,10,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,11,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,12,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,13,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,14,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,15,0.999997469693077,2,0,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,16,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,17,0.288843751480907,2,1,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,18,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,19,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,20,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,21,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,22,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,23,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,24,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,25,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,26,0.911127205053082,2,2,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,27,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,28,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,29,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,30,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,31,NaN,0,0,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,32,0.969870527579088,2,2,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,1,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,2,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,3,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,4,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,5,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,6,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,7,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,8,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,9,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,10,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,11,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,12,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,13,0.95633209993409,2,0,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,14,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,15,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,16,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,17,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,18,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,19,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,20,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,21,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,22,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,23,0.978442379899458,2,2,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,24,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,25,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,26,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,27,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,28,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,29,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,30,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,31,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,32,0.4559801199894,2,1,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,33,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,34,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,35,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,36,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,37,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,38,NaN,0,0,0
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,39,0.32999226977633,3,1,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,40,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,1,0.995656696180754,2,0,1
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,2,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,3,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,4,0.341516877375866,2,1,1
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,5,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,6,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,7,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,8,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,9,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,10,0.993397666688394,2,0,1
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,11,0.844371055467522,2,1,1
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,12,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,13,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,14,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,15,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,16,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,17,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,18,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,19,0.84479835421848,2,2,1
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,20,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,21,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,22,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,23,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,24,0.2269287687767,5,2,1
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,25,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,26,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,27,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,28,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,29,0.484739783556513,4,2,1
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,30,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,31,0.857766091264156,3,1,1
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,32,0.274882372736767,5,3,1
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,33,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,34,0.721371216099936,2,2,1
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,35,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,36,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,37,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,38,NaN,0,0,0
251002_Dupi_NMH_AB_3,DupiS3,Dupi,macBP1,39,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,1,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,2,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,3,0.364931009249355,2,1,1
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,4,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,5,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,6,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,7,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,8,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,9,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,10,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,11,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,12,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,13,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,14,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,15,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,16,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,17,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,18,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,19,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,20,0.69998556538357,2,0,1
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,21,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,22,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,23,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,24,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,25,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,26,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,27,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,28,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,29,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,30,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,31,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,32,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,33,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,34,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,35,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,36,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,37,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,38,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,39,NaN,0,0,0
251013_Dupi_NMH_JN_3,DupiS3,Dupi,macBP5,40,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,1,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,2,0.593009802276411,2,1,1
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,3,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,4,0.318253559566458,2,1,1
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,5,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,6,0.99895554128308,2,2,1
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,7,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,8,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,9,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,10,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,11,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,12,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,13,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,14,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,15,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,16,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,17,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,18,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,19,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,20,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,21,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,22,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,23,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,24,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,25,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,26,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,27,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,28,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,29,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,30,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,31,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,32,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,33,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,34,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,35,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,36,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,37,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,38,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,39,NaN,0,0,0
260406_Dupi_NMH_BS_1,DupiS1,Dupi,macBP5,40,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,1,0.986626090054102,2,2,1
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,2,0.998102735018658,2,2,1
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,3,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,4,0.826096325960023,2,1,1
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,5,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,6,0.998386869883598,2,0,1
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,7,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,8,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,9,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,10,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,11,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,12,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,13,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,14,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,15,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,16,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,17,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,18,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,19,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,20,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,21,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,22,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,23,0.769603488187996,2,2,1
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,24,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,25,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,26,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,27,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,28,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,29,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,30,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,31,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,32,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,33,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,34,0.856077918256125,2,0,1
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,35,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,36,0.414087011378481,3,0,1
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,37,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,38,0.997829519121393,2,2,1
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,39,NaN,0,0,0
260316_Dupi_NMH_PD_1,DupiS1,Dupi,macBP3,40,NaN,0,0,0
260326_OBE_NWU_AD_2,Control,OBE,macBP3,1,NaN,0,0,0
260326_OBE_NWU_AD_2,Control,OBE,macBP3,2,NaN,0,0,0
260326_OBE_NWU_AD_2,Control,OBE,macBP3,3,NaN,0,0,0
260326_OBE_NWU_AD_2,Control,OBE,macBP3,4,NaN,0,0,0
260326_OBE_NWU_AD_2,Control,OBE,macBP3,5,NaN,0,0,0
260326_OBE_NWU_AD_2,Control,OBE,macBP3,6,NaN,0,0,0
