elementID,suggestedLabel,onsetSec,peakSec,offsetSec,durationSec,peakActivationZ
3,deep incoming rumble,1014.45,1014.85,1015.1,0.649999999999977,3.33552725565556
3,deep incoming rumble,1016.25,1016.95,1017,0.75,2.45514003432491
5,deep incoming rumble,1020.35,1020.6,1020.65,0.299999999999955,2.17282830628517
8,deep incoming rumble,1021.25,1021.3,1021.6,0.350000000000023,2.40566015586091
2,whitewater decay,1022.8,1023.35,1023.85,1.05000000000007,3.86578714034757
1,continuous foamy hiss,1022.95,1023,1023.25,0.299999999999955,1.84748776307663
5,deep incoming rumble,1023.15,1023.2,1023.4,0.25,2.52443763531977
10,lapping water movement,1023.3,1023.35,1023.55,0.25,2.47737074603732
2,whitewater decay,1024.45,1024.7,1024.7,0.25,1.6564299106275
4,lapping water movement,1024.9,1025,1025.1,0.199999999999818,2.04232655820693
1,continuous foamy hiss,1026.4,1026.7,1026.85,0.449999999999818,2.38020506508239
7,deep incoming rumble,1032.35,1032.4,1033.75,1.40000000000009,3.57054570379508
9,deep incoming rumble,1033.05,1033.1,1033.2,0.150000000000091,1.92843479795955
10,lapping water movement,1034.65,1034.95,1035,0.349999999999909,1.91701938844201
2,whitewater decay,1034.75,1034.9,1035.65,0.900000000000091,2.83285618810431
9,deep incoming rumble,1035.4,1035.45,1035.85,0.449999999999818,2.26161333264986
2,whitewater decay,1035.9,1036.05,1036.2,0.299999999999955,3.45997723262324
1,continuous foamy hiss,1036.05,1036.15,1036.45,0.400000000000091,2.9435205593168
2,whitewater decay,1036.5,1036.8,1036.85,0.349999999999909,2.49022783368252
9,deep incoming rumble,1037.15,1037.25,1037.35,0.199999999999818,2.29779315324245
6,broadband crash,1037.45,1037.65,1037.8,0.349999999999909,3.07382041535197
2,whitewater decay,1037.65,1038,1038.2,0.549999999999955,2.05391380662833
6,broadband crash,1038.2,1038.3,1038.6,0.399999999999864,2.10181879905045
2,whitewater decay,1038.6,1038.95,1039,0.400000000000091,2.22103699966165
9,deep incoming rumble,1040.3,1040.7,1041.2,0.900000000000091,2.56083277182696
1,continuous foamy hiss,1042.05,1042.15,1042.25,0.200000000000045,2.44937344807542
3,deep incoming rumble,1046.35,1046.4,1046.75,0.400000000000091,2.07068357378215
4,lapping water movement,1047.2,1047.35,1047.4,0.200000000000045,1.97432784932703
2,whitewater decay,1047.35,1047.4,1047.55,0.200000000000045,2.02236439363153
3,deep incoming rumble,1047.35,1047.4,1047.65,0.300000000000182,2.08409648201655
1,continuous foamy hiss,1047.6,1047.8,1048.2,0.600000000000136,3.78655610821978
3,deep incoming rumble,1047.95,1048.2,1048.25,0.299999999999955,1.96094125052458
3,deep incoming rumble,1048.6,1049,1049.05,0.450000000000045,2.70447889687848
3,deep incoming rumble,1049.25,1049.3,1049.55,0.299999999999955,3.31062595382523
3,deep incoming rumble,1050.7,1051.05,1051.45,0.75,2.41641154016919
1,continuous foamy hiss,1052.65,1052.75,1052.85,0.199999999999818,2.20049833960342
2,whitewater decay,1057.2,1057.8,1058.3,1.09999999999991,3.96180364360684
1,continuous foamy hiss,1057.4,1057.45,1057.65,0.25,1.81959153566682
5,deep incoming rumble,1057.6,1057.65,1057.8,0.200000000000045,2.49010895173896
10,lapping water movement,1057.7,1057.8,1058,0.299999999999955,2.46677016614673
2,whitewater decay,1058.9,1059.1,1059.15,0.25,1.71547307502975
4,lapping water movement,1059.35,1059.4,1059.5,0.150000000000091,2.02118119439491
1,continuous foamy hiss,1061,1061.15,1061.3,0.299999999999955,2.41034302845396
4,lapping water movement,1062.6,1062.75,1062.75,0.150000000000091,1.90933182527976
7,deep incoming rumble,1066.75,1066.85,1066.95,0.200000000000045,3.57667911283724
7,deep incoming rumble,1067.15,1067.65,1068.2,1.04999999999995,3.45613198502988
10,lapping water movement,1067.35,1067.4,1067.5,0.150000000000091,1.8810402988898
10,lapping water movement,1069.1,1069.4,1069.45,0.350000000000136,1.87536649945854
2,whitewater decay,1069.2,1069.35,1070.05,0.849999999999909,2.83451317104298
9,deep incoming rumble,1069.8,1069.9,1070.3,0.5,2.26055688823747
2,whitewater decay,1070.3,1070.45,1070.6,0.299999999999955,3.44210081349633
1,continuous foamy hiss,1070.5,1070.6,1070.9,0.400000000000091,2.95725745321408
2,whitewater decay,1070.95,1071.25,1071.3,0.349999999999909,2.48147180484036
10,lapping water movement,1071.35,1071.35,1071.5,0.150000000000091,1.91871630922121
9,deep incoming rumble,1071.6,1071.7,1071.8,0.200000000000045,2.30952234090247
6,broadband crash,1071.85,1072.1,1072.25,0.400000000000091,3.08176937897084
7,deep incoming rumble,1071.85,1071.85,1072.15,0.300000000000182,2.10617236026029
2,whitewater decay,1072.1,1072.45,1072.6,0.5,2.04514871002124
6,broadband crash,1072.65,1072.7,1073.05,0.399999999999864,2.10602748206526
2,whitewater decay,1073.05,1073.4,1073.45,0.400000000000091,2.22085057710455
9,deep incoming rumble,1074.05,1074.1,1074.25,0.200000000000045,1.69928872208992
9,deep incoming rumble,1075.05,1075.15,1075.35,0.299999999999955,2.60347009248339
9,deep incoming rumble,1075.55,1075.55,1075.7,0.150000000000091,1.61759316641445
1,continuous foamy hiss,1076.5,1076.55,1076.7,0.200000000000045,2.4267305502751
8,deep incoming rumble,1079.4,1079.4,1079.6,0.199999999999818,1.63500393304013
3,deep incoming rumble,1080.8,1080.85,1081.15,0.350000000000136,2.06177878665734
1,continuous foamy hiss,1081.5,1081.55,1081.65,0.150000000000091,1.90522699754215
4,lapping water movement,1081.65,1081.8,1081.85,0.199999999999818,1.97309874213303
2,whitewater decay,1081.8,1081.85,1082,0.200000000000045,2.00102908521006
1,continuous foamy hiss,1082.05,1082.2,1082.6,0.549999999999955,3.77960690351964
3,deep incoming rumble,1082.4,1082.65,1082.8,0.399999999999864,2.03736446315845
3,deep incoming rumble,1083.3,1083.75,1084,0.700000000000045,3.23953561244241
3,deep incoming rumble,1085.15,1085.8,1085.9,0.75,2.39987297504699
1,continuous foamy hiss,1087.1,1087.2,1087.25,0.150000000000091,2.2109418747927
5,deep incoming rumble,1089.05,1089.2,1089.2,0.150000000000091,1.64870522179825
1,continuous foamy hiss,1091.8,1091.85,1092.1,0.299999999999955,1.8473683575145
2,whitewater decay,1091.95,1092.25,1092.75,0.799999999999955,3.8410020589066
5,deep incoming rumble,1092.05,1092.05,1092.25,0.200000000000045,2.41925888090981
10,lapping water movement,1092.15,1092.2,1092.45,0.299999999999955,2.41430530848099
7,deep incoming rumble,1092.55,1092.65,1092.7,0.150000000000091,2.76971439723494
2,whitewater decay,1093.35,1093.55,1093.55,0.200000000000045,1.77295362605651
4,lapping water movement,1093.8,1093.85,1093.95,0.150000000000091,2.04980236014553
1,continuous foamy hiss,1095.45,1095.6,1095.7,0.25,2.38999616300077
4,lapping water movement,1097.05,1097.15,1097.2,0.150000000000091,1.98052592075282
7,deep incoming rumble,1101.2,1102.1,1102.6,1.39999999999986,3.49362918670161
10,lapping water movement,1103.55,1103.8,1104.1,0.549999999999955,1.93190336760763
2,whitewater decay,1103.65,1103.8,1104.5,0.849999999999909,2.77466777413022
9,deep incoming rumble,1104.25,1104.3,1104.7,0.450000000000045,2.24526755286178
2,whitewater decay,1104.75,1104.9,1105.05,0.299999999999955,3.47868325341829
1,continuous foamy hiss,1104.95,1105.05,1105.35,0.399999999999864,2.94925463416044
2,whitewater decay,1105.4,1105.65,1105.75,0.349999999999909,2.44913767416879
10,lapping water movement,1105.75,1105.8,1105.95,0.200000000000045,1.90627430448363
9,deep incoming rumble,1106,1106.1,1106.2,0.200000000000045,2.29897677715117
6,broadband crash,1106.3,1106.5,1106.65,0.350000000000136,3.0701386565715
2,whitewater decay,1106.55,1106.85,1107.05,0.5,2.03453949692991
6,broadband crash,1107.1,1107.15,1107.45,0.350000000000136,2.13304833697873
2,whitewater decay,1107.5,1107.8,1107.85,0.349999999999909,2.20021860601468
9,deep incoming rumble,1108.5,1108.65,1108.65,0.150000000000091,1.67360469880106
9,deep incoming rumble,1109.5,1109.6,1110.15,0.650000000000091,2.52021165148528
2,whitewater decay,1111.1,1111.4,1111.45,0.350000000000136,1.94644484993823
8,deep incoming rumble,1113.85,1113.85,1114.05,0.200000000000045,1.71696404708955
4,lapping water movement,1116.1,1116.25,1116.25,0.150000000000091,1.94236402475244
2,whitewater decay,1116.2,1116.25,1116.4,0.200000000000045,1.99534359918123
1,continuous foamy hiss,1116.5,1116.65,1117.05,0.549999999999955,3.79150482181854
3,deep incoming rumble,1116.8,1117.1,1117.1,0.299999999999955,1.88722051699669
3,deep incoming rumble,1117.75,1118.15,1118.4,0.650000000000091,3.34335468340578
3,deep incoming rumble,1119.55,1120.25,1120.3,0.75,2.45320696414274
1,continuous foamy hiss,1121.55,1121.65,1121.7,0.150000000000091,2.18820699062169
5,deep incoming rumble,1123.65,1123.9,1123.9,0.25,2.15553731782256
2,whitewater decay,1126.1,1126.65,1127.15,1.05000000000018,3.9019637018817
1,continuous foamy hiss,1126.25,1126.3,1126.5,0.25,1.83273123018418
5,deep incoming rumble,1126.45,1126.5,1126.7,0.25,2.55050534532389
10,lapping water movement,1126.6,1126.65,1126.85,0.25,2.47837795756663
1,continuous foamy hiss,1126.75,1126.8,1126.9,0.150000000000091,2.03231361369522
2,whitewater decay,1127.75,1128,1128,0.25,1.64493356576806
4,lapping water movement,1128.2,1128.3,1128.4,0.200000000000045,2.03740751662512
1,continuous foamy hiss,1129.7,1130,1130.15,0.450000000000045,2.35473884091972
4,lapping water movement,1131.5,1131.6,1131.65,0.150000000000091,1.92881948833593
7,deep incoming rumble,1135.65,1135.7,1137.05,1.39999999999986,3.5951321191521
9,deep incoming rumble,1136.35,1136.4,1136.5,0.150000000000091,1.93959411942143
10,lapping water movement,1137.95,1138.25,1138.3,0.349999999999909,1.90721058455712
2,whitewater decay,1138.05,1138.2,1138.95,0.900000000000091,2.77621013901557
9,deep incoming rumble,1138.65,1138.75,1139.15,0.5,2.26152744154973
2,whitewater decay,1139.2,1139.35,1139.5,0.299999999999955,3.44469142210757
1,continuous foamy hiss,1139.35,1139.45,1139.75,0.400000000000091,2.89181166557149
2,whitewater decay,1139.8,1140.1,1140.15,0.350000000000136,2.50779435320247
9,deep incoming rumble,1140.45,1140.55,1140.65,0.200000000000045,2.3024011260921
6,broadband crash,1140.75,1140.95,1141.1,0.349999999999909,3.09264850505399
2,whitewater decay,1140.95,1141.3,1141.5,0.549999999999955,2.05495002853699
6,broadband crash,1141.5,1141.6,1141.9,0.400000000000091,2.12328794467182
2,whitewater decay,1141.9,1142.25,1142.3,0.399999999999864,2.20518119211593
9,deep incoming rumble,1143.55,1143.65,1143.7,0.150000000000091,2.39748229224232
9,deep incoming rumble,1143.9,1144,1144.5,0.599999999999909,2.57901616770552
1,continuous foamy hiss,1145.35,1145.45,1145.55,0.200000000000045,2.43714703564678
3,deep incoming rumble,1149.65,1149.7,1150.05,0.399999999999864,2.07588506333819
1,continuous foamy hiss,1150.35,1150.45,1150.5,0.150000000000091,1.96556263853412
4,lapping water movement,1150.5,1150.65,1150.7,0.200000000000045,1.96399864587039
2,whitewater decay,1150.65,1150.7,1150.85,0.199999999999818,2.028073939236
3,deep incoming rumble,1150.65,1150.7,1150.95,0.299999999999955,2.06118856458357
1,continuous foamy hiss,1150.9,1151.1,1151.5,0.599999999999909,3.78422129136175
3,deep incoming rumble,1151.25,1151.5,1151.55,0.299999999999955,1.96459434867849
3,deep incoming rumble,1152.15,1152.3,1152.35,0.199999999999818,2.6786944454205
3,deep incoming rumble,1152.55,1152.6,1152.85,0.299999999999955,3.29551408469429
3,deep incoming rumble,1154,1154.35,1154.75,0.75,2.40539827162506
5,deep incoming rumble,1157.9,1158.1,1158.1,0.199999999999818,1.57618686619376
1,continuous foamy hiss,1160.7,1160.75,1160.95,0.25,1.83647420126701
2,whitewater decay,1160.8,1161.1,1161.6,0.799999999999955,3.94568288535547
5,deep incoming rumble,1160.9,1160.95,1161.1,0.199999999999818,2.43251003998576
10,lapping water movement,1161,1161.1,1161.3,0.299999999999955,2.45274400226298
2,whitewater decay,1162.2,1162.4,1162.45,0.25,1.76143201682906
1,continuous foamy hiss,1164.3,1164.45,1164.55,0.25,2.44138653334632
7,deep incoming rumble,1170.05,1170.15,1170.25,0.200000000000045,3.5420610152634
7,deep incoming rumble,1170.45,1170.95,1171.5,1.04999999999995,3.47617056170756
10,lapping water movement,1172.4,1172.7,1172.75,0.349999999999909,1.85295744681752
2,whitewater decay,1172.5,1172.65,1173.35,0.849999999999909,2.89665189234572
9,deep incoming rumble,1172.9,1173.2,1173.55,0.649999999999864,2.25812601047068
2,whitewater decay,1173.6,1173.75,1173.9,0.300000000000182,3.46033642054172
1,continuous foamy hiss,1173.8,1173.9,1174.2,0.400000000000091,2.98177948760602
2,whitewater decay,1174.25,1174.55,1174.6,0.349999999999909,2.47282005147509
9,deep incoming rumble,1174.9,1175,1175.1,0.199999999999818,2.30594749925954
6,broadband crash,1175.15,1175.4,1175.55,0.399999999999864,3.08931568549938
2,whitewater decay,1175.4,1175.75,1175.9,0.5,2.03530314575252
6,broadband crash,1175.95,1176,1176.35,0.399999999999864,2.10049975158681
2,whitewater decay,1176.35,1176.7,1176.75,0.400000000000091,2.1641730103433
9,deep incoming rumble,1177.1,1177.1,1177.55,0.450000000000045,1.89410700201384
9,deep incoming rumble,1178,1178.45,1179,1,2.5953642698778
1,continuous foamy hiss,1179.8,1179.85,1180,0.200000000000045,2.44810487438924
8,deep incoming rumble,1182.7,1182.7,1182.9,0.200000000000045,1.65147700191558
3,deep incoming rumble,1184.1,1184.15,1184.45,0.350000000000136,2.05107917385054
1,continuous foamy hiss,1184.8,1184.85,1184.95,0.150000000000091,1.92636197009356
4,lapping water movement,1184.95,1185.1,1185.15,0.200000000000045,1.95812987819476
2,whitewater decay,1185.05,1185.1,1185.3,0.25,1.97188088149751
3,deep incoming rumble,1185.05,1185.15,1185.35,0.299999999999955,1.92916920977025
1,continuous foamy hiss,1185.35,1185.5,1185.9,0.550000000000182,3.78975365276761
3,deep incoming rumble,1185.65,1185.95,1186,0.349999999999909,2.00309250901188
3,deep incoming rumble,1186.6,1186.7,1186.75,0.150000000000091,2.75738906903063
3,deep incoming rumble,1186.95,1187,1187.3,0.349999999999909,3.22186326352476
3,deep incoming rumble,1188.45,1189.1,1189.2,0.75,2.41959129784082
1,continuous foamy hiss,1195.1,1195.15,1195.4,0.300000000000182,1.84473493859739
2,whitewater decay,1195.25,1195.55,1196.05,0.799999999999955,3.82566900502298
5,deep incoming rumble,1195.35,1195.35,1195.55,0.200000000000045,2.45213734869199
10,lapping water movement,1195.45,1195.5,1195.75,0.299999999999955,2.44121908911666
7,deep incoming rumble,1195.85,1195.9,1196,0.150000000000091,2.7497642015192
2,whitewater decay,1196.65,1196.85,1196.85,0.199999999999818,1.75732086991639
4,lapping water movement,1197.1,1197.15,1197.25,0.150000000000091,2.06045467610942
1,continuous foamy hiss,1198.75,1198.85,1199,0.25,2.36910478301525
4,lapping water movement,1200.35,1200.45,1200.5,0.150000000000091,1.95821133834426
7,deep incoming rumble,1204.5,1204.55,1204.7,0.200000000000045,3.50549727136173
7,deep incoming rumble,1204.9,1205.4,1205.9,1,3.46192718049862
10,lapping water movement,1206.85,1207.1,1207.2,0.350000000000136,1.94669122847132
2,whitewater decay,1206.95,1207.05,1207.8,0.849999999999909,2.76525169482179
9,deep incoming rumble,1207.55,1207.6,1208,0.450000000000045,2.24982546230584
2,whitewater decay,1208.05,1208.2,1208.35,0.299999999999955,3.50127566382244
1,continuous foamy hiss,1208.25,1208.35,1208.65,0.400000000000091,2.93603893753057
2,whitewater decay,1208.7,1208.95,1209.05,0.349999999999909,2.45490112811732
10,lapping water movement,1209.05,1209.1,1209.25,0.200000000000045,1.91206908379211
9,deep incoming rumble,1209.3,1209.4,1209.5,0.200000000000045,2.28510367463387
7,deep incoming rumble,1209.55,1209.6,1209.9,0.350000000000136,2.36179421526373
6,broadband crash,1209.6,1209.8,1209.95,0.350000000000136,3.0858063994033
2,whitewater decay,1209.85,1210.15,1210.35,0.5,2.02738339905137
6,broadband crash,1210.35,1210.45,1210.75,0.400000000000091,2.11766487337534
2,whitewater decay,1210.8,1211.1,1211.15,0.350000000000136,2.20180986197907
9,deep incoming rumble,1211.8,1211.8,1211.95,0.150000000000091,1.68465746040756
9,deep incoming rumble,1212.8,1212.85,1213.45,0.650000000000091,2.52334438394328
1,continuous foamy hiss,1214.25,1214.3,1214.4,0.150000000000091,2.48035756283243
2,whitewater decay,1219.5,1219.55,1219.7,0.200000000000045,1.99103025250024
1,continuous foamy hiss,1219.8,1219.95,1220.35,0.549999999999955,3.80316710055697
3,deep incoming rumble,1220.1,1220.35,1220.4,0.300000000000182,1.90862742741092
3,deep incoming rumble,1221.05,1221.15,1221.2,0.150000000000091,2.73176592267906
3,deep incoming rumble,1221.4,1221.45,1221.7,0.299999999999955,3.33927608903916
3,deep incoming rumble,1222.85,1223.55,1223.6,0.75,2.44409641804539
8,deep incoming rumble,1223.05,1223.15,1223.2,0.150000000000091,1.88173633029759
1,continuous foamy hiss,1224.85,1224.95,1225,0.150000000000091,2.18553797266572
2,whitewater decay,1229.4,1229.95,1230.45,1.04999999999995,3.91149361047413
1,continuous foamy hiss,1229.55,1229.6,1229.8,0.25,1.82304749368124
5,deep incoming rumble,1229.75,1229.8,1230,0.25,2.55766971030639
10,lapping water movement,1229.9,1229.95,1230.15,0.25,2.48392895845642
1,continuous foamy hiss,1230.05,1230.1,1230.2,0.150000000000091,2.04929095488258
2,whitewater decay,1231.05,1231.25,1231.3,0.25,1.68325413872047
4,lapping water movement,1231.5,1231.6,1231.7,0.200000000000045,2.00422737994532
5,deep incoming rumble,1232.3,1232.4,1232.45,0.150000000000091,2.00525942036711
1,continuous foamy hiss,1233.15,1233.3,1233.45,0.299999999999955,2.36572667601823
4,lapping water movement,1234.8,1234.9,1234.95,0.150000000000091,1.93216179568506
7,deep incoming rumble,1239.3,1239.8,1240.35,1.04999999999995,3.38659597741819
10,lapping water movement,1239.5,1239.55,1239.65,0.150000000000091,1.86966583964804
10,lapping water movement,1241.25,1241.55,1241.6,0.349999999999909,1.90898501326553
2,whitewater decay,1241.35,1241.5,1242.25,0.900000000000091,2.80843585236075
9,deep incoming rumble,1241.95,1242.05,1242.45,0.5,2.26330020558637
2,whitewater decay,1242.5,1242.65,1242.75,0.25,3.46991957168525
1,continuous foamy hiss,1242.65,1242.75,1243.05,0.399999999999864,2.93119238890801
2,whitewater decay,1243.1,1243.4,1243.45,0.350000000000136,2.53422593383868
10,lapping water movement,1243.5,1243.55,1243.65,0.150000000000091,1.89243129032688
9,deep incoming rumble,1243.75,1243.85,1243.95,0.200000000000045,2.31151716043253
6,broadband crash,1244.05,1244.25,1244.4,0.350000000000136,3.10797997160016
2,whitewater decay,1244.25,1244.6,1244.8,0.549999999999955,2.04370889049849
6,broadband crash,1244.8,1244.9,1245.2,0.400000000000091,2.09807480536522
2,whitewater decay,1245.2,1245.55,1245.6,0.399999999999864,2.1951192602126
9,deep incoming rumble,1246.25,1246.25,1246.4,0.150000000000091,1.72145166015102
9,deep incoming rumble,1246.85,1246.95,1247,0.150000000000091,2.38429830137172
9,deep incoming rumble,1247.2,1247.3,1247.8,0.599999999999909,2.59074400186539
1,continuous foamy hiss,1248.65,1248.75,1248.85,0.199999999999818,2.40809625858424
2,whitewater decay,1248.8,1249.15,1249.15,0.350000000000136,1.91962997460067
3,deep incoming rumble,1252.95,1253,1253.35,0.399999999999864,2.0752022262359
4,lapping water movement,1253.8,1253.95,1254,0.200000000000045,1.98192558827976
2,whitewater decay,1253.95,1254,1254.15,0.200000000000045,2.02531865272091
3,deep incoming rumble,1253.95,1254,1254.25,0.299999999999955,2.03045628154925
1,continuous foamy hiss,1254.2,1254.4,1254.75,0.549999999999955,3.77650151237157
3,deep incoming rumble,1254.55,1254.8,1254.95,0.400000000000091,1.97303904741885
3,deep incoming rumble,1255.45,1255.9,1256.15,0.700000000000045,3.29595619005078
3,deep incoming rumble,1257.3,1257.65,1258.05,0.75,2.39123026693429
1,continuous foamy hiss,1259.25,1259.35,1259.4,0.150000000000091,2.19177057029051
5,deep incoming rumble,1261.2,1261.6,1261.65,0.450000000000045,2.10391072320906
2,whitewater decay,1263.8,1264.4,1264.9,1.10000000000014,3.96314404415489
1,continuous foamy hiss,1264,1264.05,1264.25,0.25,1.79885964910646
5,deep incoming rumble,1264.2,1264.25,1264.4,0.200000000000045,2.36406184682659
10,lapping water movement,1264.3,1264.4,1264.6,0.299999999999955,2.44714242462504
2,whitewater decay,1265.5,1265.7,1265.7,0.200000000000045,1.78637557743264
1,continuous foamy hiss,1267.4,1267.75,1267.85,0.449999999999818,2.38157522628562
7,deep incoming rumble,1273.35,1273.45,1273.55,0.200000000000045,3.49504888531091
7,deep incoming rumble,1273.75,1274.25,1274.8,1.04999999999995,3.49656686180393
4,lapping water movement,1275.05,1275.15,1275.2,0.150000000000091,2.03889794018576
10,lapping water movement,1275.7,1275.95,1276.05,0.349999999999909,1.86213146516696
2,whitewater decay,1275.8,1275.95,1276.65,0.850000000000136,2.89329730867176
9,deep incoming rumble,1276.4,1276.5,1276.85,0.449999999999818,2.25588673735072
2,whitewater decay,1276.9,1277.05,1277.2,0.299999999999955,3.46519823158314
1,continuous foamy hiss,1277.1,1277.2,1277.5,0.400000000000091,2.95459464951927
2,whitewater decay,1277.55,1277.8,1277.9,0.350000000000136,2.43711419702447
10,lapping water movement,1277.9,1277.95,1278.1,0.199999999999818,1.91585574202276
6,broadband crash,1278.45,1278.7,1278.85,0.399999999999864,3.07103975250726
2,whitewater decay,1278.7,1279.05,1279.2,0.5,2.03489273687892
6,broadband crash,1279.25,1279.3,1279.65,0.400000000000091,2.11124391349271
2,whitewater decay,1279.65,1279.95,1280.05,0.399999999999864,2.1527015795576
9,deep incoming rumble,1280.65,1280.7,1280.85,0.199999999999818,1.68782016228307
9,deep incoming rumble,1281.3,1281.35,1281.45,0.150000000000091,2.32283154065143
9,deep incoming rumble,1281.65,1281.75,1281.95,0.299999999999955,2.57751080216205
1,continuous foamy hiss,1283.1,1283.15,1283.3,0.200000000000045,2.42388777194598
8,deep incoming rumble,1286,1286,1286.2,0.200000000000045,1.67547518194407
1,continuous foamy hiss,1288.1,1288.15,1288.25,0.150000000000091,1.93101078205003
4,lapping water movement,1288.25,1288.4,1288.4,0.150000000000091,1.95809347967761
2,whitewater decay,1288.35,1288.4,1288.6,0.25,1.97923321614922
1,continuous foamy hiss,1288.65,1288.8,1289.2,0.549999999999955,3.79335252653233
3,deep incoming rumble,1288.95,1289.25,1289.3,0.349999999999909,1.95618421926966
3,deep incoming rumble,1290.25,1290.3,1290.55,0.299999999999955,3.29444373349229
3,deep incoming rumble,1291.75,1292.4,1292.5,0.75,2.43788792178031
1,continuous foamy hiss,1298.4,1298.45,1298.7,0.299999999999955,1.84715848511715
2,whitewater decay,1298.55,1298.8,1299.35,0.799999999999955,3.86330075503171
5,deep incoming rumble,1298.65,1298.65,1298.85,0.199999999999818,2.48644898275287
10,lapping water movement,1298.75,1298.8,1299.05,0.299999999999955,2.45934066389674
2,whitewater decay,1299.9,1300.15,1300.15,0.25,1.7284761740563
1,continuous foamy hiss,1302.05,1302.15,1302.3,0.25,2.35912778083878
7,deep incoming rumble,1307.8,1307.85,1309.2,1.40000000000009,3.52703207824893
9,deep incoming rumble,1308.5,1308.6,1308.65,0.150000000000091,1.92115039882326
10,lapping water movement,1310.1,1310.4,1310.5,0.400000000000091,1.93480088058383
2,whitewater decay,1310.25,1310.35,1311.1,0.849999999999909,2.80177460475103
9,deep incoming rumble,1310.6,1310.9,1311.3,0.700000000000045,2.25618643881977
2,whitewater decay,1311.35,1311.5,1311.65,0.300000000000182,3.46568123979052
1,continuous foamy hiss,1311.55,1311.65,1311.95,0.400000000000091,2.91570612789812
2,whitewater decay,1312,1312.25,1312.3,0.299999999999955,2.46941794330513
10,lapping water movement,1312.35,1312.4,1312.55,0.200000000000045,1.91190624663124
9,deep incoming rumble,1312.6,1312.7,1312.8,0.200000000000045,2.2946806754681
7,deep incoming rumble,1312.85,1312.9,1313.2,0.350000000000136,2.34648450311569
6,broadband crash,1312.9,1313.1,1313.25,0.349999999999909,3.07968509291415
2,whitewater decay,1313.15,1313.45,1313.65,0.5,2.04587148196109
6,broadband crash,1313.65,1313.75,1314.05,0.399999999999864,2.11655009311304
2,whitewater decay,1314.05,1314.4,1314.45,0.400000000000091,2.223702358845
9,deep incoming rumble,1314.8,1314.85,1315.25,0.450000000000045,1.98559583654576
9,deep incoming rumble,1316.05,1316.15,1316.75,0.700000000000045,2.53448344562227
1,continuous foamy hiss,1317.55,1317.6,1317.7,0.150000000000091,2.4737403155097
3,deep incoming rumble,1321.8,1321.85,1322.2,0.400000000000091,2.01893062910569
4,lapping water movement,1322.65,1322.8,1322.85,0.199999999999818,1.98376388405625
2,whitewater decay,1322.8,1322.85,1323,0.200000000000045,2.00675918314761
3,deep incoming rumble,1322.8,1322.85,1323.1,0.299999999999955,2.10629759182974
1,continuous foamy hiss,1323.05,1323.25,1323.65,0.600000000000136,3.83691289493863
3,deep incoming rumble,1323.4,1323.65,1323.7,0.299999999999955,1.93987291258763
3,deep incoming rumble,1324.35,1324.45,1324.5,0.150000000000091,2.7198853436628
3,deep incoming rumble,1324.7,1324.75,1325,0.299999999999955,3.33119762727522
3,deep incoming rumble,1326.15,1326.85,1326.9,0.75,2.41741251135579
8,deep incoming rumble,1326.35,1326.45,1326.5,0.150000000000091,1.88909773337928
2,whitewater decay,1332.7,1333.25,1333.75,1.04999999999995,3.91623518823908
1,continuous foamy hiss,1332.85,1332.9,1333.1,0.25,1.83342247774917
5,deep incoming rumble,1333.05,1333.1,1333.25,0.200000000000045,2.5463578896669
10,lapping water movement,1333.2,1333.25,1333.45,0.25,2.47766136850555
2,whitewater decay,1334.35,1334.55,1334.6,0.25,1.67298223365087
4,lapping water movement,1334.8,1334.85,1334.95,0.150000000000091,2.07395701533969
5,deep incoming rumble,1335.6,1335.7,1335.75,0.150000000000091,2.00697319538944
1,continuous foamy hiss,1336.45,1336.6,1336.75,0.299999999999955,2.41595495963159
4,lapping water movement,1338.1,1338.2,1338.25,0.150000000000091,1.91689987527448
7,deep incoming rumble,1342.2,1342.3,1343.65,1.45000000000005,3.62072521079442
10,lapping water movement,1342.8,1342.85,1342.95,0.150000000000091,1.87457978956077
10,lapping water movement,1344.55,1344.85,1345.15,0.600000000000136,1.89276965567535
2,whitewater decay,1344.65,1344.8,1345.2,0.549999999999955,2.87117102987352
9,deep incoming rumble,1345.25,1345.35,1345.75,0.5,2.26188236636667
2,whitewater decay,1345.8,1345.95,1346.05,0.25,3.41084305315794
1,continuous foamy hiss,1345.95,1346.05,1346.35,0.399999999999864,2.95125817397495
2,whitewater decay,1346.4,1346.7,1346.75,0.349999999999909,2.51377551442827
10,lapping water movement,1346.8,1346.8,1346.95,0.150000000000091,1.89667078018046
9,deep incoming rumble,1347.05,1347.15,1347.25,0.200000000000045,2.31558374929
6,broadband crash,1347.35,1347.55,1347.7,0.350000000000136,3.08599093956032
2,whitewater decay,1347.55,1347.9,1348.1,0.549999999999955,2.04140983844438
6,broadband crash,1348.1,1348.2,1348.5,0.400000000000091,2.08488842832797
2,whitewater decay,1348.5,1348.85,1348.9,0.400000000000091,2.1811004740586
9,deep incoming rumble,1349.5,1349.55,1349.7,0.200000000000045,1.71767232807974
9,deep incoming rumble,1350.5,1350.6,1351.1,0.599999999999909,2.60222626625052
1,continuous foamy hiss,1351.95,1352.05,1352.15,0.200000000000045,2.44347088271799
3,deep incoming rumble,1356.25,1356.3,1356.65,0.400000000000091,2.06967826538172
